"campaignid","sample","family","genus","species","length","number","range","date.time","location","site","depth","observer.count","observer.length","successful.count","successful.length","successful.habitat.forward","successful.habitat.backward","ZoneName","longitude","latitude","status"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.1832,3,"813.73193","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",30.60105,3,"680.35733","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",34.86201,3,"653.86583","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.34205,3,"743.91339","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.84547,4,"767.96474","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.46014,3,"713.63149","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",30.43802,4,"914.04014","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",28.48379,4,"891.95194","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.54556,4,"875.43346","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",32.93574,3,"735.61835","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",30.58111,4,"750.00536","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",32.60693,4,"677.04168","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",31.91762,3,"790.95981","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",33.61834,4,"871.67550","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Chromis","westaustralis",36.88318,4,"846.01189","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Parma","mccullochi",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Parma","occidentalis",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Pomacentridae","Parma","spp",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scombridae","Thunnus","spp",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",215.63908,2,"1229.88158","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",201.51054,2,"1239.36188","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",147.25581,2,"1026.96298","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",195.70172,2,"1450.09354","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",164.21043,2,"720.69954","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",190.79902,2,"1297.46709","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",195.27735,2,"1722.92138","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",173.59281,1,"1154.93402","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",184.30042,1,"1462.78189","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",147.15065,1,"1300.68630","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",164.68863,1,"2234.07553","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",202.9752,1,"1500.41122","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",184.62267,1,"680.79992","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",118.05894,1,"1633.62723","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",129.43539,1,"682.62904","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",196.36258,1,"872.68530","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",198.08658,1,"1427.89563","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",174.46927,1,"1496.05462","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",130.64009,1,"942.46388","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Neatypus","obliquus",195.01454,1,"742.29258","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Scorpis","aequipinnis",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Scorpis","georgiana",NA,1,"910.42957","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scorpididae","Tilodon","sexfasciatus",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Scyliorhinidae","Aulohalaelurus","labiosus",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Serranidae","Caesioperca","rasor",202.04769,1,"1000.46835","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Serranidae","Caesioperca","sp",193.66475,1,"2777.83719","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Serranidae","Caesioperca","sp1",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Serranidae","Epinephelides","armatus",427.36163,1,"1804.83626","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Serranidae","Epinephelides","armatus",368.94425,1,"1749.38563","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Serranidae","Hypoplectrodes","nigroruber",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Serranidae","Othos","dentex",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Sparidae","Chrysophrys","auratus",423.28188,1,"1421.28764","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Sparidae","Chrysophrys","auratus",439.46803,1,"1133.23037","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Sparidae","Chrysophrys","auratus",443.32509,1,"1829.69648","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Sparidae","Chrysophrys","auratus",424.04663,1,"2033.63906","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Sparidae","Chrysophrys","auratus",481.77581,1,"1245.12752","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Sparidae","Chrysophrys","auratus",463.29602,1,"1817.52351","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Sphyraenidae","Sphyraena","novaehollandiae",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","SUS","SUS","SUS",NA,2,"8824.73079","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Tetraodontidae","Lagocephalus","sceleratus",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Triakidae","Furgaleus","macki",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Triakidae","Mustelus","antarcticus",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Triglidae","Chelidonichthys","kumu",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Trygonorrhinidae","Trygonorrhina","dumerilii",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32","Urolophidae","Trygonoptera","ovalis",NA,0,NA,"15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32",NA,NA,"spp",NA,1,"5237.86972","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","32",NA,NA,NA,NA,0,"724.60992","15/03/2023 0:23",NA,NA,"44.4","Daniel Agnello","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.9283567,-34.11019667,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Aplodactylidae","Aplodactylus","westralis",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Arripidae","Arripis","georgianus",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Aulopidae","Latropiscis","purpurissatus",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Carangidae","Pseudocaranx","sp",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Carangidae","Pseudocaranx","spp",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Carangidae","Seriola","hippos",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Carangidae","Seriola","lalandi",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Carangidae",NA,NA,NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Carcharhinidae","Carcharhinus","brevipinna",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Carcharhinidae","Carcharhinus","spp",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Chaetodontidae","Chelmonops","curiosus",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Cheilodactylidae","Dactylophora","nigricans",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Cheilodactylidae","Nemadactylus","valenciennesi",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Dasyatidae","Dasyatis","brevicaudata",NA,1,"1543.54273","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Enoplosidae","Enoplosus","armatus",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Gerreidae","Parequula","melbournensis",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Glaucosomatidae","Glaucosoma","hebraicum",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Gobiesocidae",NA,"spp",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Gobiesocidae",NA,NA,NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Heterodontidae","Heterodontus","portusjacksoni",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Kyphosidae","Girella","tephraeops",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Achoerodus","gouldii",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Austrolabrus","maculatus",54.08163,1,"1069.33965","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Austrolabrus","maculatus",86.39126,1,"1092.36634","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Bodianus","frenchii",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Choerodon","rubescens",436.05325,1,"3417.86855","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",268.08163,1,"3167.25089","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",233.21634,1,"2077.14948","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",187.76552,1,"2420.16448","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",175.89517,1,"1062.86426","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",426.04882,1,"3371.65186","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",168.19764,1,"1795.51608","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",216.23905,1,"1949.11815","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",297.53896,1,"1178.38589","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Coris","auricularis",185.29117,1,"1859.48704","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Eupetrichthys","angustipes",114.82603,1,"2795.71865","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Notolabrus","parilus",NA,0,NA,"18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
"2023-03_SwC_stereo-BRUVs","34","Labridae","Ophthalmolepis","lineolata",93.69956,1,"4111.74641","18/03/2023 2:12",NA,NA,"43.7","Gidget Mirrabelle","Levi Peters","Yes","Yes","Yes","Yes","National Park Zone",114.8905567,-34.098625,"No-take"
