OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity
3.03	8	3.03_L373.avi	26686	3.03_R374.avi	26896	17.79067	1	12.39	229.64894	5.63506	31.67613	3252.67425	7.79843	21.34216	14.13631	223.44253	380.60951	-3222.59206	Carangidae	Decapterus	spp		1	AD	Passing
3.03	9	3.03_L373.avi	26686	3.03_R374.avi	26896	17.79067	1	12.39	213.55473	2.52702	34.655	3199.67904	11.64801	6.77386	4.64139	-254.27057	593.86608	-3133.78613	Carangidae	Decapterus	spp		1	AD	Passing
3.03	10	3.03_L373.avi	26688	3.03_R374.avi	26898	17.792	1	12.39133	209.04155	4.66177	39.94883	3521.1906	13.15023	12.42258	0.42265	-519.76088	609.58294	-3428.85411	Carangidae	Decapterus	spp		1	AD	Passing
3.03	11	3.03_L373.avi	26689	3.03_R374.avi	26899	17.79267	1	12.392	236.52298	9.84708	46.00136	4161.49473	6.788	22.8836	4.07088	212.58429	443.56021	-4132.32388	Carangidae	Decapterus	spp		1	AD	Passing
3.03	12	3.03_L373.avi	26689	3.03_R374.avi	26899	17.79267	1	12.392	226.38835	2.95445	30.40022	3188.03944	8.89972	10.0164	4.56754	-24.17689	492.61464	-3149.6574	Carangidae	Decapterus	spp		1	AD	Passing
3.03	13	3.03_L373.avi	26689	3.03_R374.avi	26899	17.79267	1	12.392	123.05206	4.77506	35.29971	2889.68314	12.15347	21.38386	5.02126	-508.31413	334.25732	-2824.91725	Carangidae	Decapterus	spp		1	AD	Passing
3.03	14	3.03_L373.avi	26689	3.03_R374.avi	26899	17.79267	1	12.392	236.80697	4.97353	37.6584	3431.28278	20.34306	9.70224	11.80408	-1010.43339	633.97238	-3217.26668	Carangidae	Decapterus	spp		1	AD	Passing
3.03	15	3.03_L373.avi	26689	3.03_R374.avi	26899	17.79267	1	12.392	223.44793	4.8743	43.95445	3736.74073	16.5046	0.38472	0.14109	-954.49303	464.64399	-3582.7755	Carangidae	Decapterus	spp		1	AD	Passing
3.03	16	3.03_L373.avi	26691	3.03_R374.avi	26901	17.794	1	12.39333	240.32542	7.82309	32.99954	3199.5404	12.99485	31.84897	0.68958	-535.11007	480.91505	-3117.60111	Carangidae	Decapterus	spp		1	AD	Passing
3.03	17	3.03_L373.avi	26691	3.03_R374.avi	26901	17.794	1	12.39333	247.55906	4.83171	30.58704	2942.45542	14.43661	20.35362	2.59666	-611.32411	405.49011	-2849.54462	Carangidae	Decapterus	spp		1	AD	Passing
3.03	18	3.03_L373.avi	26692	3.03_R374.avi	26902	17.79467	1	12.394	264.08975	6.91415	30.24891	3094.40985	17.58984	30.85509	7.71123	-701.48546	618.37902	-2949.72843	Carangidae	Decapterus	spp		1	AD	Passing
3.03	19	3.03_L373.avi	26693	3.03_R374.avi	26903	17.79533	1	12.39467	235.01938	5.50341	32.7515	3101.92636	17.10786	21.40524	6.77279	-747.46918	523.39508	-2964.67445	Carangidae	Decapterus	spp		1	AD	Passing
3.03	20	3.03_L373.avi	26694	3.03_R374.avi	26904	17.796	1	12.39533	278.82377	7.1818	29.78721	3012.06285	16.59069	34.6156	10.91251	-708.51537	487.52297	-2886.66762	Carangidae	Decapterus	spp		1	AD	Passing
3.03	21	3.03_L373.avi	26694	3.03_R374.avi	26904	17.796	1	12.39533	235.17823	9.7638	42.58266	3953.5005	12.43416	24.92855	8.37	-723.46636	448.59379	-3860.76757	Carangidae	Decapterus	spp		1	AD	Passing
3.03	22	3.03_L373.avi	26694	3.03_R374.avi	26904	17.796	1	12.39533	244.66793	3.92002	37.35168	3115.39606	18.08624	6.54384	7.36486	-876.93085	407.93089	-2961.46539	Carangidae	Decapterus	spp		1	AD	Passing
3.03	23	3.03_L373.avi	26694	3.03_R374.avi	26904	17.796	1	12.39533	241.33677	9.65459	40.79792	3643.80474	16.64541	30.00186	3.45671	-982.30942	352.84944	-3491.11421	Carangidae	Decapterus	spp		1	AD	Passing
3.03	26	3.03_L373.avi	26695	3.03_R374.avi	26905	17.79667	1	12.396	170.48016	6.87392	36.45229	3837.05478	7.74773	19.98644	24.64172	-168.31949	489.12846	-3802.02726	Carangidae	Decapterus	spp		1	AD	Passing
3.03	27	3.03_L373.avi	26695	3.03_R374.avi	26905	17.79667	1	12.396	225.16924	9.67754	34.92384	3540.26892	9.50972	32.20343	7.92179	-486.74484	324.33588	-3491.61706	Carangidae	Decapterus	spp		1	AD	Passing
3.03	28	3.03_L373.avi	26696	3.03_R374.avi	26906	17.79733	1	12.39667	265.06562	6.68255	28.45836	3056.86847	8.05552	29.20534	4.6277	174.62187	391.15933	-3026.70554	Carangidae	Decapterus	spp		1	AD	Passing
3.03	29	3.03_L373.avi	26696	3.03_R374.avi	26906	17.79733	1	12.39667	220.52009	5.2562	35.47566	3239.21943	9.41824	19.64498	4.36239	-150.70774	508.19023	-3195.5551	Carangidae	Decapterus	spp		1	AD	Passing
3.03	30	3.03_L373.avi	26697	3.03_R374.avi	26907	17.798	1	12.39733	182.24455	4.00722	36.50471	3699.58545	12.382	10.60326	2.38573	-192.92993	769.47865	-3613.53195	Carangidae	Decapterus	spp		1	AD	Passing
3.03	31	3.03_L373.avi	26697	3.03_R374.avi	26907	17.798	1	12.39733	224.4888	2.53108	34.41428	3269.83609	9.77128	2.1041	5.25661	-430.72492	349.90925	-3222.40091	Carangidae	Decapterus	spp		1	AD	Passing
3.03	32	3.03_L373.avi	26697	3.03_R374.avi	26907	17.798	1	12.39733	222.0945	4.73528	47.23656	3654.45824	15.4291	7.47458	10.7586	-816.97539	527.09368	-3522.75297	Carangidae	Decapterus	spp		1	AD	Passing
3.03	33	3.03_L373.avi	26697	3.03_R374.avi	26907	17.798	1	12.39733	199.07754	8.08969	43.9725	3593.27391	20.0493	24.0315	3.2909	-1160.54992	413.09155	-3375.51428	Carangidae	Decapterus	spp		1	AD	Passing
3.03	34	3.03_L373.avi	26697	3.03_R374.avi	26907	17.798	1	12.39733	206.2787	9.54158	4.10955	3284.89828	17.0647	40.04023	2.97771	-792.83204	548.29953	-3140.27733	Carangidae	Decapterus	spp		1	AD	Passing
3.03	35	3.03_L373.avi	26698	3.03_R374.avi	26908	17.79867	1	12.398	195.98737	5.12286	27.48648	3110.12915	16.08262	20.06158	16.05543	708.30089	490.53663	-2988.40877	Carangidae	Decapterus	spp		1	AD	Passing
3.03	36	3.03_L373.avi	26698	3.03_R374.avi	26908	17.79867	1	12.398	250.34563	5.73757	32.62464	3091.00703	12.35209	22.68614	4.45277	-594.4565	289.54819	-3019.45488	Carangidae	Decapterus	spp		1	AD	Passing
3.03	37	3.03_L373.avi	26698	3.03_R374.avi	26908	17.79867	1	12.398	226.5196	9.74655	36.69844	3279.22455	11.97918	39.43384	6.99411	-625.54655	268.21674	-3207.81311	Carangidae	Decapterus	spp		1	AD	Passing
3.03	38	3.03_L373.avi	26700	3.03_R374.avi	26910	17.8	1	12.39933	255.73042	9.0405	34.74544	3444.95574	18.2293	33.33451	9.53859	-953.36598	502.42413	-3272.06102	Carangidae	Decapterus	spp		1	AD	Passing
3.03	39	3.03_L373.avi	26700	3.03_R374.avi	26910	17.8	1	12.39933	231.61969	4.53598	36.18745	3312.16962	18.62538	6.98986	3.51379	-967.87071	426.90342	-3138.70154	Carangidae	Decapterus	spp		1	AD	Passing
3.03	40	3.03_L373.avi	26700	3.03_R374.avi	26910	17.8	1	12.39933	223.87851	6.68768	33.99743	3248.69656	19.33014	24.0742	4.60262	-1029.80741	309.64903	-3065.55762	Carangidae	Decapterus	spp		1	AD	Passing
3.03	41	3.03_L373.avi	26700	3.03_R374.avi	26910	17.8	1	12.39933	217.23388	5.26884	30.29706	2957.80863	19.57011	22.24519	10.80568	-942.62344	305.02786	-2786.94294	Carangidae	Decapterus	spp		1	AD	Passing
3.03	42	3.03_L373.avi	26701	3.03_R374.avi	26911	17.80067	1	12.4	218.61627	2.75057	36.00603	3519.05555	12.95487	7.0783	10.09383	-39.77512	787.911	-3429.48482	Carangidae	Decapterus	spp		1	AD	Passing
3.03	43	3.03_L373.avi	26704	3.03_R374.avi	26914	17.80267	1	12.402	233.0321	8.20749	36.72964	3445.69646	19.69999	29.24303	5.51652	-981.57219	621.01714	-3244.02186	Carangidae	Decapterus	spp		1	AD	Passing
3.03	44	3.03_L373.avi	39868	3.03_R374.avi	40078	26.57867	1	21.178	293.73763	4.47189	24.5742	2021.53052	5.64779	49.89211	17.65246	181.75725	80.891	-2011.71732	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
3.03	45	3.03_L373.avi	39938	3.03_R374.avi	40148	26.62533	1	21.22467	294.40658	4.89565	27.44976	3008.19656	17.50538	17.89085	4.6897	901.17142	81.52322	-2868.88316	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
3.03	46	3.03_L373.avi	40159	3.03_R374.avi	40369	26.77267	1	21.372	310.28585	4.30121	23.34624	2398.2329	11.07752	29.72768	7.02719	458.38187	47.03978	-2353.54932	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
3.03	47	3.03_L373.avi	53732	3.03_R374.avi	53942	35.82133	1	30.42067	458.26852	2.07204	23.96091	2664.53234	12.72775	7.25863	5.25764	226.6153	541.54304	-2599.0593	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing
3.03	48	3.03_L373.avi	53885	3.03_R374.avi	54095	35.92333	1	30.52267	464.95007	4.17821	29.97776	3299.19743	14.01077	14.14084	2.25264	258.10518	755.89875	-3201.04709	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing
3.03	49	3.03_L373.avi	54586	3.03_R374.avi	54796	36.39067	1	30.99	544.02308	2.59332	26.76518	2794.17688	15.53595	8.80267	4.28452	388.01868	639.95709	-2692.08486	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing
3.03	50	3.03_L373.avi	69655	3.03_R374.avi	69865	46.43667	1	41.036	526.29001	4.01099	23.01763	2835.4009	14.33749	15.82372	1.43275	689.04171	134.98387	-2747.08921	Haemulidae	Diagramma	labiosum	37350003	1	AD	Passing
3.03	51	3.03_L373.avi	76760	3.03_R374.avi	76970	51.17333	1	45.77267	244.0952	5.65941	20.83867	2653.32411	18.00749	35.10778	4.57879	812.23489	114.4042	-2523.35392	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
3.03	52	3.03_L373.avi	76827	3.03_R374.avi	77037	51.218	1	45.81733	261.71315	8.75095	32.24974	3823.61221	16.61719	23.157	1.09548	978.43194	488.18771	-3663.92604	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
3.03	53	3.03_L373.avi	78914	3.03_R374.avi	79124	52.60933	1	47.20867	368.53605	3.47369	34.59477	3102.07195	7.48867	12.27081	3.14524	-233.85526	329.79532	-3075.6133	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
3.03	54	3.03_L373.avi	78968	3.03_R374.avi	79178	52.64533	1	47.24467	329.50628	2.57693	27.97141	2563.77527	8.09123	12.97416	5.57457	-199.94064	300.39452	-2538.25344	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
3.03	55	3.03_L373.avi	88941	3.03_R374.avi	89151	59.294	1	53.89333	297.30543	1.78449	13.11752	1452.54857	12.88556	32.88413	5.68256	316.4778	-69.05864	-1415.96965	Balistidae	Abalistes	filamentosus	37465089	1	AD	Passing
3.04	1	3.04_L375.avi	33685	3.04_R376.avi	33227	22.45667	1	11.53	413.56716	4.4483	20.64937	2310.88516	15.45627	36.78099	14.89328	-578.30093	211.77414	-2227.31003	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.04	2	3.04_L375.avi	33732	3.04_R376.avi	33273	22.488	1	11.56133	542.7172	3.42384	13.032	2530.06874	17.45321	15.85793	0.70629	748.06966	127.36924	-2413.59	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.04	3	3.04_L375.avi	33792	3.04_R376.avi	33333	22.528	1	11.60133	438.3314	5.88827	23.0939	3061.35245	10.20601	24.20151	1.35469	422.70534	339.93465	-3012.91278	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.04	5	3.04_L375.avi	33964	3.04_R376.avi	33506	22.64267	1	11.716	381.48157	9.60403	20.64293	3313.97962	12.22494	37.6897	3.15682	-644.59041	277.37399	-3238.83124	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.04	11	3.04_L375.avi	44709	3.04_R376.avi	44252	29.806	1	18.87933	1434.8696	6.14795	15.82693	2720.86366	5.75871	30.39917	4.67879	203.18061	182.351	-2707.13221	Carcharhinidae	Carcharhinus	plumbeus	37018007	1	AD	Feeding
3.04	12	3.04_L375.avi	63947	3.04_R376.avi	63490	42.63133	1	31.70467	548.17237	8.47058	45.05007	2919.90185	20.11682	51.19714	6.99808	-795.5566	612.88077	-2741.76835	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing
3.04	13	3.04_L375.avi	63988	3.04_R376.avi	63530	42.65867	1	31.732	449.22567	8.66044	38.56268	3473.27062	13.19914	29.42341	2.20629	586.74851	533.56536	-3381.5149	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
3.04	14	3.04_L375.avi	64023	3.04_R376.avi	63565	42.682	1	31.75533	422.82082	6.8984	7.53849	2759.00028	17.64364	40.68399	2.80983	832.12352	82.88571	-2629.21717	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
3.04	15	3.04_L375.avi	64041	3.04_R376.avi	63583	42.694	1	31.76733	321.10892	7.53375	16.64944	3095.93133	1.9567	32.43341	10.53085	-7.17928	105.46405	-3094.12614	Sparidae	Argyrops	spinifer	37353006	1	AD	Passing
3.04	20	3.04_L375.avi	76683	3.04_R376.avi	76224	51.122	1	40.19533	228.5409	7.48915	27.51019	3255.65629	8.97701	30.3182	17.80727	-321.02954	393.71366	-3215.7779	Carangidae	Decapterus	spp		1	AD	Passing
3.04	21	3.04_L375.avi	76689	3.04_R376.avi	76231	51.126	1	40.19933	275.40907	5.90251	47.75303	3551.37023	11.7792	19.08188	13.73416	-77.12049	720.86557	-3476.58392	Carangidae	Decapterus	spp		1	AD	Passing
3.04	24	3.04_L375.avi	76692	3.04_R376.avi	76234	51.128	1	40.20133	271.53528	6.96876	51.73743	4185.98541	10.68209	16.60025	23.67779	90.59195	770.60549	-4113.44553	Carangidae	Decapterus	spp		1	AD	Passing
3.04	25	3.04_L375.avi	76693	3.04_R376.avi	76236	51.12867	1	40.202	299.93343	10.11665	66.99351	5605.20303	17.59973	3.25724	7.38853	1352.14142	1021.82484	-5342.83526	Carangidae	Decapterus	spp		1	AD	Passing
3.04	26	3.04_L375.avi	76694	3.04_R376.avi	76236	51.12933	1	40.20267	273.7598	9.34165	49.34585	4503.53421	13.10538	17.71942	14.71052	698.60263	744.77458	-4386.23821	Carangidae	Decapterus	spp		1	AD	Passing
3.04	27	3.04_L375.avi	76715	3.04_R376.avi	76258	51.14333	1	40.21667	180.55677	7.21082	44.664	2861.63082	16.3235	47.48061	29.7585	-564.66064	572.74956	-2746.2788	Carangidae	Decapterus	spp		1	AD	Passing
3.04	28	3.04_L375.avi	76717	3.04_R376.avi	76259	51.14467	1	40.218	156.29426	5.29091	56.04273	3659.29202	18.94918	12.23723	24.8887	-908.207	766.26932	-3460.98389	Carangidae	Decapterus	spp		1	AD	Passing
3.04	29	3.04_L375.avi	76720	3.04_R376.avi	76262	51.14667	1	40.22	164.86475	9.43464	38.88189	3131.32783	18.04498	46.85541	1.26029	-814.31336	527.00853	-2977.30914	Carangidae	Decapterus	spp		1	AD	Passing
3.04	30	3.04_L375.avi	76722	3.04_R376.avi	76264	51.148	1	40.22133	156.73844	3.18934	37.4619	3265.86347	14.55606	6.89563	15.07707	-529.5832	627.09988	-3161.03647	Carangidae	Decapterus	spp		1	AD	Passing
3.04	31	3.04_L375.avi	76723	3.04_R376.avi	76266	51.14867	1	40.222	285.71653	3.64768	48.41972	4648.74538	8.57201	3.142	18.32709	335.70596	606.15233	-4596.81569	Carangidae	Decapterus	spp		1	AD	Passing
3.04	37	3.04_L375.avi	76727	3.04_R376.avi	76270	51.15133	1	40.22467	263.14705	4.24016	49.73615	2990.03919	10.92244	20.20619	28.17065	89.25063	559.47835	-2935.87341	Carangidae	Decapterus	spp		1	AD	Passing
3.04	38	3.04_L375.avi	76727	3.04_R376.avi	76269	51.15133	1	40.22467	159.72072	7.63502	12.56868	4504.39205	17.90432	11.25642	26.85814	-1128.05564	803.1809	-4286.24995	Carangidae	Decapterus	spp		1	AD	Passing
3.04	39	3.04_L375.avi	76730	3.04_R376.avi	76272	51.15333	1	40.22667	309.00947	8.25647	58.59851	5300.35119	16.01608	2.56039	11.50266	1136.04747	920.88166	-5094.6144	Carangidae	Decapterus	spp		1	AD	Passing
3.04	40	3.04_L375.avi	76732	3.04_R376.avi	76274	51.15467	1	40.228	235.60624	8.7842	53.96894	5323.0471	15.9969	1.73267	4.5625	1223.63567	809.11607	-5116.92069	Carangidae	Decapterus	spp		1	AD	Passing
3.04	42	3.04_L375.avi	76733	3.04_R376.avi	76276	51.15533	1	40.22867	275.53978	8.37065	75.80621	2691.46728	14.78662	57.91613	11.54704	379.27173	572.71868	-2602.33403	Carangidae	Decapterus	spp		1	AD	Passing
3.04	45	3.04_L375.avi	76738	3.04_R376.avi	76280	51.15867	1	40.232	131.15314	10.71798	35.58312	3754.11021	19.42375	38.09551	21.2952	-1155.80245	471.92808	-3540.44462	Carangidae	Decapterus	spp		1	AD	Passing
3.04	47	3.04_L375.avi	76740	3.04_R376.avi	76283	51.16	1	40.23333	161.27448	2.81862	22.39288	3109.76334	11.05177	9.73474	43.09342	229.98749	549.97764	-3052.09082	Carangidae	Decapterus	spp		1	AD	Passing
3.04	48	3.04_L375.avi	76741	3.04_R376.avi	76283	51.16067	1	40.234	242.15153	2.71778	29.5077	3033.39985	7.68026	10.2533	25.71429	138.34684	381.06129	-3006.18813	Carangidae	Decapterus	spp		1	AD	Passing
3.04	49	3.04_L375.avi	76742	3.04_R376.avi	76284	51.16133	1	40.23467	272.09634	7.6603	53.85518	4565.49087	16.80938	9.28404	21.29736	1123.19014	693.97574	-4370.41742	Carangidae	Decapterus	spp		1	AD	Passing
3.04	50	3.04_L375.avi	76743	3.04_R376.avi	76285	51.162	1	40.23533	166.4654	8.78161	38.27004	2796.24182	19.28811	71.46305	21.16474	-741.92268	550.16427	-2639.28746	Carangidae	Decapterus	spp		1	AD	Passing
3.04	51	3.04_L375.avi	76743	3.04_R376.avi	76285	51.162	1	40.23533	311.31621	10.96477	62.22067	5239.85448	16.91052	11.89948	2.06839	1191.42672	950.55748	-5013.28414	Carangidae	Decapterus	spp		1	AD	Passing
3.04	52	3.04_L375.avi	76744	3.04_R376.avi	76286	51.16267	1	40.236	165.97846	2.46494	38.06186	2588.67463	20.91774	1.97308	27.62585	-761.19196	524.19716	-2418.06544	Carangidae	Decapterus	spp		1	AD	Passing
3.04	56	3.04_L375.avi	76748	3.04_R376.avi	76290	51.16533	1	40.23867	247.06411	4.49403	35.62895	2436.90991	15.39163	33.60628	18.26036	-436.7684	477.04809	-2349.50811	Carangidae	Decapterus	spp		1	AD	Passing
3.04	57	3.04_L375.avi	76752	3.04_R376.avi	76294	51.168	1	40.24133	271.58596	9.56593	44.83666	3423.90545	11.07666	38.15525	22.93121	-244.9591	610.49702	-3360.12156	Carangidae	Decapterus	spp		1	AD	Passing
3.04	58	3.04_L375.avi	76753	3.04_R376.avi	76295	51.16867	1	40.242	234.25844	10.85119	40.55667	3524.9913	18.34574	41.35904	3.09717	-920.20123	619.84022	-3345.83196	Carangidae	Decapterus	spp		1	AD	Passing
3.04	60	3.04_L375.avi	76760	3.04_R376.avi	76302	51.17333	1	40.24667	257.18626	6.89781	33.27724	2637.11453	15.53484	50.2031	20.50371	-569.17511	418.18188	-2540.77482	Carangidae	Decapterus	spp		1	AD	Passing
3.04	62	3.04_L375.avi	76766	3.04_R376.avi	76308	51.17733	1	40.25067	234.32792	7.03847	22.82296	2758.75447	16.99318	46.26868	19.15149	-755.34454	281.99684	-2638.30602	Carangidae	Decapterus	spp		1	AD	Passing
3.04	63	3.04_L375.avi	76784	3.04_R376.avi	76326	51.18933	1	40.26267	252.31066	3.74039	39.75443	3396.11142	10.09021	11.73462	9.48122	-141.73178	577.86657	-3343.58417	Carangidae	Decapterus	spp		1	AD	Passing
3.04	64	3.04_L375.avi	78137	3.04_R376.avi	77678	52.09133	1	41.16467	481.67219	7.60009	5.94322	2584.48261	16.13851	56.66052	3.4333	-715.25236	67.00214	-2482.63472	Lutjanidae	Pristipomoides	filamentosus	37346032	1	AD	Passing
3.04	65	3.04_L375.avi	82094	3.04_R376.avi	81635	54.72933	1	43.80267	484.29268	5.19968	29.74732	5373.97804	6.94805	2.75748	12.13676	515.68821	395.82584	-5334.51287	Lutjanidae	Lutjanus	sebae	37346004	1	AD	Passing
3.04	66	3.04_L375.avi	82577	3.04_R376.avi	82119	55.05133	1	44.12467	365.96719	8.16646	19.14687	5680.17048	10.02267	2.28452	5.54905	969.64464	192.48023	-5593.48526	Balistidae	Abalistes	stellatus	37465011	1	AD	Passing
3.04	67	3.04_L375.avi	95151	3.04_R376.avi	94693	63.434	1	52.50733	354.49442	4.62378	6.87469	3502.58356	1.35157	13.69601	1.15673	82.08508	-9.35265	-3501.60908	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
3.04	68	3.04_L375.avi	95238	3.04_R376.avi	94780	63.492	1	52.56533	308.33165	1.05688	0.73934	1473.40844	10.80204	11.64308	15.87158	-262.64866	-85.26103	-1447.30048	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
3.04	69	3.04_L375.avi	95284	3.04_R376.avi	94826	63.52267	1	52.596	324.50009	9.6396	19.93019	2859.4229	16.73116	63.3498	6.15847	-786.81985	241.93217	-2738.37227	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
3.05	0	3.05_L371.avi	17057	3.05_R372.avi	13160	11.37133	time seabed	1.83467	133.08677	4.98729	16.35563	1932.445	6.13303	64.01533	4.55099	160.14008	-130.30633	-1921.38468	Priacanthidae	Priacanthus	blochii	37326012	1	AD	Passing
3.05	2	3.05_L371.avi	17442	3.05_R372.avi	13545	11.628	time seabed	2.09133	285.41358	8.03596	34.26901	3782.98549	18.60452	20.46237	2.59502	-1042.50216	608.11177	-3585.29895	Sphyraenidae	Sphyraena	qenie	37382009	1	AD	Passing
3.05	3	3.05_L371.avi	17474	3.05_R372.avi	13577	11.64933	time seabed	2.11267	344.79593	7.10655	32.92272	3398.54338	15.86258	23.42036	2.99486	-806.13862	461.57036	-3269.12686	Sphyraenidae	Sphyraena	qenie	37382009	1	AD	Passing
3.05	4	3.05_L371.avi	17597	3.05_R372.avi	13700	11.73133	time seabed	2.19467	39.78383	1.43857	6.85673	1585.49703	22.3224	14.47137	4.71771	-554.14377	-235.73177	-1466.68198	Labridae		sp1		1	AD	Passing
3.05	5	3.05_L371.avi	24111	3.05_R372.avi	20214	16.074	time seabed	6.53733	69.97061	3.42883	24.99735	2754.81027	3.58174	16.69874	6.53464	-23.77634	-170.44952	-2749.42926	Pinguipedidae	Parapercis	sp10		1	AD	Passing
3.05	6	3.05_L371.avi	38219	3.05_R372.avi	34322	25.47933	time seabed	15.94267	270.3738	4.52098	18.98244	2100.50773	3.11305	42.23059	2.20673	-111.15017	-25.64716	-2097.40807	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
3.05	7	3.05_L371.avi	42271	3.05_R372.avi	38374	28.18067	time seabed	18.644	360.16609	9.68209	35.07466	3843.55256	16.50651	25.52202	1.52983	-1024.92683	376.95025	-3685.1499	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.05	8	3.05_L371.avi	42275	3.05_R372.avi	38378	28.18333	time seabed	18.64667	337.22798	1.53122	16.9697	1899.38899	10.15651	10.64912	10.23977	320.3333	-97.81261	-1869.62504	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.05	9	3.05_L371.avi	42284	3.05_R372.avi	38387	28.18933	time seabed	18.65267	457.63311	1.69825	18.71908	2043.03284	14.25579	5.66315	2.13584	493.20992	99.26125	-1980.11979	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.05	10	3.05_L371.avi	42301	3.05_R372.avi	38404	28.20067	time seabed	18.664	366.14404	9.40883	32.64843	3389.91698	6.24462	33.37263	0.75296	-305.92017	205.85685	-3369.80311	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.05	12	3.05_L371.avi	42329	3.05_R372.avi	38432	28.21933	time seabed	18.68267	281.35597	2.1228	16.20579	2038.8253	3.26387	17.72947	10.65928	-94.90417	66.84038	-2035.51815	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.05	13	3.05_L371.avi	42336	3.05_R372.avi	38439	28.224	time seabed	18.68733	435.83553	1.4365	21.55541	2453.38691	3.44282	0.76353	7.1406	-130.26923	68.82243	-2448.95911	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.05	14	3.05_L371.avi	42346	3.05_R372.avi	38449	28.23067	time seabed	18.694	292.68127	4.43201	21.82363	1975.49248	15.8036	57.52545	13.50481	535.57673	-51.07992	-1900.8206	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
3.05	16	3.05_L371.avi	44053	3.05_R372.avi	40156	29.36867	time seabed	19.832	379.33673	2.14229	13.92237	1510.84061	6.40047	35.90486	2.64649	17.56453	167.50584	-1501.42354	Lethrinidae	Gymnocranius	euanus	37351022	1	AD	Passing
3.05	17	3.05_L371.avi	44999	3.05_R372.avi	41102	29.99933	time seabed	20.46267	316.57969	2.22863	18.48698	1937.32332	9.58637	20.93898	6.18128	248.19774	206.12693	-1910.26994	Lutjanidae	Pristipomoides	typus	37346019	1	AD	Passing
3.05	18	3.05_L371.avi	45045	3.05_R372.avi	41148	30.03	time seabed	20.49333	345.24869	0.84446	9.42575	1113.81389	9.67311	19.07075	18.85731	-182.16002	42.93099	-1097.97816	Lutjanidae	Pristipomoides	typus	37346019	1	AD	Passing
3.05	19	3.05_L371.avi	46150	3.05_R372.avi	42253	30.76667	time seabed	21.23	243.24897	3.58414	28.29946	1668.42122	9.21065	60.59521	11.08599	-179.98052	-197.29562	-1646.90948	Serranidae	Epinephelus	rivulatus	37311022	1	AD	Passing
3.05	20	3.05_L371.avi	50535	3.05_R372.avi	46638	33.69	time seabed	24.15333	405.52126	6.88212	32.00148	3571.52654	13.43425	18.90366	2.82532	-792.23463	246.74575	-3473.79945	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing
3.05	21	3.05_L371.avi	71667	3.05_R372.avi	67770	47.778	time seabed	38.24133	378.89802	2.67398	23.81399	2619.95338	15.7571	6.01437	0.40903	666.86182	247.97276	-2521.49966	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
3.05	22	3.05_L371.avi	71689	3.05_R372.avi	67792	47.79267	time seabed	38.256	305.61439	1.29021	14.14499	1482.19729	9.69182	18.12509	1.89603	224.80252	-108.29144	-1461.04264	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
3.05	23	3.05_L371.avi	71689	3.05_R372.avi	67792	47.79267	time seabed	38.256	343.94883	6.03694	22.08832	2517.30736	1.75412	39.61486	8.65707	36.85043	67.67282	-2516.12774	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
