campaignid,opcode,family,genus,species,count,caab_code
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Carangidae,Caranx,bucculentus,2,37337016
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Carangidae,Selaroides,leptolepis,19,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Leiognathidae,Unknown,spp,1,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Pelates,octolineatus,5,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,puta,8,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C26-172,Terapontidae,Terapon,theraps,49,37321003
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Carangidae,Atule,mate,14,37337024
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Carangidae,Selaroides,leptolepis,7,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Clupeidae,Unknown,spp,6,37085922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Leiognathidae,Unknown,spp,3,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Lethrinidae,Lethrinus,laticaudis,1,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,porosus,4,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Pentapodus,vitta,7,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Nemipteridae,Scolopsis,meridiana,1,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Pinguipedidae,Parapercis,nebulosa,7,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,Scombridae,Scomberomorus,spp,2,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Carangidae,Selaroides,leptolepis,1,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Carcharhinidae,Carcharhinus,spp,1,37018904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Echeneidae,Echeneis,naucrates,1,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Leiognathidae,Unknown,spp,2,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Nemipteridae,Pentapodus,vitta,4,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Nemipteridae,Unknown,spp,1,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Pinguipedidae,Parapercis,nebulosa,3,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,Terapontidae,Pelates,octolineatus,2,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Blenniidae,Unknown,spp,1,37408000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Carangidae,Selaroides,leptolepis,6,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Leiognathidae,Unknown,spp,3,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Mullidae,Upeneus,spp,1,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Nemipteridae,Pentapodus,vitta,3,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Nemipteridae,Unknown,spp,2,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,Tetraodontidae,Unknown,spp,1,37467000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Monacanthidae,Paramonacanthus,choirocephalus,6,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Nemipteridae,Pentapodus,vitta,6,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Pinguipedidae,Parapercis,nebulosa,5,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Scombridae,Scomberomorus,spp,2,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Carangidae,Selaroides,leptolepis,10,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Leiognathidae,Unknown,spp,6,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Monacanthidae,Paramonacanthus,choirocephalus,3,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Mullidae,Upeneus,spp,1,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Nemipteridae,Pentapodus,vitta,10,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,Terapontidae,Pelates,octolineatus,17,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Carangidae,Selaroides,leptolepis,4,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Carcharhinidae,Carcharhinus,macloti,1,37018025
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Leiognathidae,Unknown,spp,2,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Monacanthidae,Paramonacanthus,choirocephalus,2,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Nemipteridae,Pentapodus,vitta,9,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Pinguipedidae,Parapercis,nebulosa,7,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,Terapontidae,Pelates,octolineatus,6,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Selaroides,leptolepis,14,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carangidae,Turrum,fulvoguttatum,3,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Carcharhinidae,Carcharhinus,plumbeus,1,37018007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Echeneidae,Echeneis,naucrates,1,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Leiognathidae,Unknown,spp,3,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Lethrinidae,Lethrinus,genivittatus,1,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,porosus,12,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Nemipteridae,Pentapodus,vitta,6,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Pinguipedidae,Parapercis,nebulosa,6,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Serranidae,Epinephelus,coioides,1,37311007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Stegostomatidae,Stegostoma,tigrinum,1,37013006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-029,Terapontidae,Pelates,octolineatus,41,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Carangidae,Selaroides,leptolepis,6,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Carangidae,Turrum,fulvoguttatum,1,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Gerreidae,Gerres,oyena,1,37349004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Leiognathidae,Unknown,spp,11,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Monacanthidae,Paramonacanthus,choirocephalus,3,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Mullidae,Upeneus,spp,1,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Mullidae,Upeneus,tragula,2,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Nemipteridae,Pentapodus,porosus,8,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Nemipteridae,Pentapodus,vitta,10,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Nemipteridae,Scolopsis,meridiana,2,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Pinguipedidae,Parapercis,nebulosa,3,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Siganidae,Siganus,fuscescens,1,37438001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Stegostomatidae,Stegostoma,tigrinum,1,37013006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Terapontidae,Pelates,octolineatus,1,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Tetraodontidae,Lagocephalus,lunaris,1,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-183,Tetraodontidae,Torquigener,spp,1,37467913
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Carangidae,Selaroides,leptolepis,6,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Clupeidae,Herklotsichthys,blackburni,32,37085022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Leiognathidae,Unknown,spp,7,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Lethrinidae,Lethrinus,genivittatus,1,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Monacanthidae,Paramonacanthus,choirocephalus,10,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Mullidae,Upeneus,spp,5,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Nemipteridae,Pentapodus,porosus,2,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Nemipteridae,Pentapodus,vitta,9,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Pinguipedidae,Parapercis,nebulosa,6,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Scombridae,Scomberomorus,spp,4,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Sillaginidae,Sillago,spp,2,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-184,Terapontidae,Pelates,octolineatus,10,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Carangidae,Atropus,hedlandensis,1,37337042
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Carangidae,Selaroides,leptolepis,8,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Leiognathidae,Unknown,spp,6,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Monacanthidae,Paramonacanthus,choirocephalus,1,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Mullidae,Upeneus,australiae,5,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Nemipteridae,Nemipterus,furcosus,2,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Nemipteridae,Pentapodus,vitta,21,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Pinguipedidae,Parapercis,nebulosa,7,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Terapontidae,Pelates,octolineatus,3,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-185,Tetraodontidae,Lagocephalus,lunaris,1,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Carangidae,Selaroides,leptolepis,14,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Clupeidae,Herklotsichthys,blackburni,22,37085022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Leiognathidae,Unknown,spp,5,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Mullidae,Upeneus,spp,1,37355903
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Nemipteridae,Nemipterus,spp,1,37347901
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Nemipteridae,Pentapodus,vitta,14,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Scombridae,Scomberomorus,spp,6,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Synodontidae,Saurida,undosquamis,1,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Terapontidae,Pelates,octolineatus,16,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-186,Terapontidae,Terapon,puta,1,37321006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-187,Carangidae,Selaroides,leptolepis,3,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-187,Leiognathidae,Unknown,spp,4,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-187,Nemipteridae,Pentapodus,porosus,4,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-187,Nemipteridae,Pentapodus,vitta,7,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-187,Pinguipedidae,Parapercis,nebulosa,2,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-187,Scombridae,Scomberomorus,spp,2,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-187,Synodontidae,Saurida,undosquamis,2,37118001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C29-187,Terapontidae,Pelates,octolineatus,15,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Carangidae,Selaroides,leptolepis,2,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Echeneidae,Echeneis,naucrates,1,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Leiognathidae,Unknown,spp,8,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Monacanthidae,Paramonacanthus,choirocephalus,2,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Nemipteridae,Nemipterus,furcosus,2,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Nemipteridae,Pentapodus,porosus,6,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Nemipteridae,Pentapodus,vitta,12,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Nemipteridae,Scolopsis,meridiana,1,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Nemipteridae,Unknown,spp,1,37347000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Platycephalidae,Platycephalus,westraliae,1,37296020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Sillaginidae,Sillago,spp,2,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-030,Tetraodontidae,Lagocephalus,lunaris,1,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Blenniidae,Meiacanthus,luteus,1,37408054
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Carangidae,Selaroides,leptolepis,2,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Leiognathidae,Unknown,spp,3,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Monacanthidae,Paramonacanthus,choirocephalus,3,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Nemipteridae,Nemipterus,furcosus,1,37347005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Nemipteridae,Pentapodus,porosus,6,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Nemipteridae,Pentapodus,vitta,12,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Nemipteridae,Scolopsis,meridiana,1,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Pinguipedidae,Parapercis,nebulosa,8,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Scombridae,Scomberomorus,spp,2,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Terapontidae,Pelates,octolineatus,12,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Tetraodontidae,Lagocephalus,lunaris,2,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-188,Tetraodontidae,Lagocephalus,sceleratus,1,37467007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Bothidae,Unknown,spp,1,37460922
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Carangidae,Selaroides,leptolepis,8,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Leiognathidae,Unknown,spp,2,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Lethrinidae,Lethrinus,genivittatus,2,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Lethrinidae,Lethrinus,laticaudis,1,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Monacanthidae,Monacanthus,chinensis,1,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Monacanthidae,Paramonacanthus,choirocephalus,1,37465064
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Mullidae,Upeneus,australiae,4,37355032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Nemipteridae,Pentapodus,porosus,11,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Nemipteridae,Pentapodus,vitta,5,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Nemipteridae,Scolopsis,meridiana,3,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Pinguipedidae,Parapercis,nebulosa,4,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Pomacentridae,Pristotis,obtusirostris,3,37372001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Scombridae,Scomberomorus,spp,4,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Sillaginidae,Sillago,burrus,3,37330004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Sillaginidae,Sillago,spp,1,37330904
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Terapontidae,Pelates,quadrilineatus,11,37321001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Tetraodontidae,Lagocephalus,lunaris,1,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-190,Tetraodontidae,Lagocephalus,sceleratus,1,37467007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Carangidae,Atropus,hedlandensis,2,37337042
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Carangidae,Atule,mate,19,37337024
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Carangidae,Selaroides,leptolepis,10,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Carangidae,Turrum,caeruleopinnatum,1,37337021
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Carangidae,Turrum,fulvoguttatum,1,37337037
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Labridae,Choerodon,cauteroma,1,37384005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Labridae,Choerodon,cephalotes,2,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Leiognathidae,Unknown,spp,3,37341000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Lethrinidae,Lethrinus,genivittatus,1,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Lethrinidae,Lethrinus,laticaudis,1,37351006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Mullidae,Parupeneus,heptacanthus,1,37355004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Mullidae,Upeneus,tragula,1,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Nemipteridae,Pentapodus,porosus,18,37347007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Nemipteridae,Pentapodus,vitta,3,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Nemipteridae,Scolopsis,meridiana,2,37347008
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Pinguipedidae,Parapercis,nebulosa,1,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Scombridae,Scomberomorus,spp,4,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Serranidae,Epinephelus,rankini,1,37311010
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C30-192,Tetraodontidae,Lagocephalus,sceleratus,2,37467007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Labridae,Choerodon,cyanodus,1,37384072
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Lethrinidae,Lethrinus,genivittatus,1,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Monacanthidae,Monacanthus,chinensis,1,37465009
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Mullidae,Upeneus,tragula,1,37355014
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Nemipteridae,Pentapodus,vitta,37,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Pinguipedidae,Parapercis,nebulosa,1,37390005
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Scombridae,Scomberomorus,spp,3,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Terapontidae,Pelates,spp,4,37321908
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-193,Tetraodontidae,Lagocephalus,lunaris,1,37467012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-194,Carangidae,Selaroides,leptolepis,4,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-194,Carcharhinidae,Galeocerdo,cuvier,1,37018022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-194,Nemipteridae,Pentapodus,vitta,8,37347022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-194,Scombridae,Scomberomorus,spp,1,37441792
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-194,Sparidae,Unknown,spp,1,37353000
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-194,Stegostomatidae,Stegostoma,tigrinum,1,37013006
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-194,Terapontidae,Amniataba,caudavittata,1,37321007
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C31-194,Terapontidae,Pelates,octolineatus,82,37321020
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Carangidae,Gnathanodon,speciosus,3,37337012
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Carangidae,Scomberoides,commersonnianus,1,37337032
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Carangidae,Selaroides,leptolepis,10,37337015
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Carcharhinidae,Carcharhinus,sorrah,2,37018013
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Clupeidae,Herklotsichthys,blackburni,159,37085022
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Echeneidae,Echeneis,naucrates,1,37336001
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Labridae,Choerodon,cephalotes,1,37384004
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Lethrinidae,Lethrinus,genivittatus,7,37351002
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Monacanthidae,Paramonacanthus,filicauda,1,37465024
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C32-032,Mullidae,Upeneus,spp,1,37355903
