campaignid,opcode,latitude_dd,longitude_dd,date_time,site,location,status,depth_m,observer_count,observer_length,juvenile_lethrinids,successful_count,successful_length,drop_lengths_due_to_vis,visibility_m,raw_hdd_number,left_camera,right_camera,forwards_habitat_image_saved,successful_habitat_forward,observer_habitat_forward,maxn_complete_date,maxn_checker,length_complete_date,comment,strata,inclusion_probability,priority,sampling_design
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-113,-22.31,114.27,2024-05-04T11:52:39+08:00,C15,Exmouth Gulf,Fished,9.6,Alex McLennan,Bri Beaulieu,,Yes,Yes,,2,2,L028,R1201,Yes,Yes,Nidhi Menon,1/07/2024,Bri Beaulieu,30/07/2024,,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C15-115,-22.3,114.27,2024-05-04T11:58:42+08:00,C15,Exmouth Gulf,Fished,9.2,,,,,No,,2,2,L022,R021,,,,,,,Not exact location. Footage missing for right cam,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C36-036,-22.08,114.49,2024-05-04T12:00:00+08:00,C36,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,Ryan Simms,Yes,Yes,,2.5,2,L008,R007,Yes,Yes,Nidhi Menon,7/06/2024,Bri Beaulieu,26/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C36-218,-22.1,114.49,2024-05-04T11:39:00+08:00,C36,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,,Yes,Yes,,4,2,L014,R013,Yes,Yes,Nidhi Menon,22/05/2024,Bri Beaulieu,25/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C36-219,-22.09,114.49,2024-05-04T10:57:00+08:00,C36,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,,Yes,Yes,,4,2,L010,R009,Yes,Yes,Nidhi Menon,22/05/2024,Bri Beaulieu,24/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C36-220,-22.09,114.5,2024-05-04T12:00:00+08:00,C36,Exmouth Gulf,Fished,NA,Alex McLennan,,,Yes,No,,4,2,L016,R015,Yes,Yes,Nidhi Menon,23/05/2024,Bri Beaulieu,,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Left camera turned off before deployment, MaxN in right",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C36-221,-22.08,114.5,2024-05-04T10:31:00+08:00,C36,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,Ryan Simms,Yes,Yes,,3.5,2,L004,R003,Yes,Yes,Nidhi Menon,27/05/2024,Bri Beaulieu,24/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C36-222,-22.07,114.5,2024-05-04T10:31:00+08:00,C36,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,Ryan Simms,Yes,Yes,,3.5,2,L002,R001,Yes,Yes,Nidhi Menon,27/05/2024,Bri Beaulieu,24/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C38-038,-22.2,114.41,2024-05-04T12:00:00+08:00,C38,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,Ryan Simms,Yes,Yes,,4,2,L008,R007,Yes,Yes,Nidhi Menon,24/05/2024,Bri Beaulieu,25/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C38-228,-22.21,114.41,2024-05-04T14:26:00+08:00,C38,Exmouth Gulf,Fished,NA,Alex McLennan,,,Yes,No,,3,2,L014,R013,Yes,Yes,Nidhi Menon,30/05/2024,,,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file. R Video files missing. Pulled 15 secs early",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C38-229,-22.21,114.42,2024-05-04T12:00:00+08:00,C38,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,Ryan Simms,Yes,Yes,,3,2,L016,R015,Yes,Yes,Nidhi Menon,31/05/2024,Ryan Simms,25/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C38-230,-22.2,114.4,2024-05-04T12:00:00+08:00,C38,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,,Yes,Yes,,3,2,L010,R009,Yes,Yes,Nidhi Menon,4/06/2024,Bri Beaulieu,26/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan, whiteboard shows EG-C38-020",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C38-231,-22.2,114.42,2024-05-04T13:20:00+08:00,C38,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,Ryan Simms,Yes,Yes,,3.5,2,L004,R003,Yes,Yes,Nidhi Menon,27/05/2024,Bri Beaulieu,26/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C38-232,-22.19,114.42,2024-05-04T13:17:00+08:00,C38,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,Ryan Simms,Yes,Yes,,3.5,2,L002,R001,Yes,Yes,Nidhi Menon,28/05/2024,Bri Beaulieu,26/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C42-042,-22.27,114.39,2024-05-04T12:00:00+08:00,C42,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,,Yes,Yes,,3.5,2,L008,R007,Yes,Yes,Nidhi Menon,28/05/2024,Bri Beaulieu,25/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C42-248,-22.28,114.39,2024-05-04T12:00:00+08:00,C42,Exmouth Gulf,Fished,NA,,,,,No,,3,2,L016,R015,,,,,,,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Right camera missing half",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C42-249,-22.28,114.4,2024-05-04T12:00:00+08:00,C42,Exmouth Gulf,Fished,NA,,,,,No,,2.5,2,L014,R013,,,,,,,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Video files missing.",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C42-250,-22.27,114.38,2024-05-04T15:23:00+08:00,C42,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,,Yes,Yes,,2.5,2,L004,R003,Yes,Yes,Nidhi Menon,7/06/2024,Bri Beaulieu,30/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C42-251,-22.27,114.4,2024-05-04T15:37:00+08:00,C42,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,Ryan Simms,Yes,Yes,,3,2,L010,R009,Yes,Yes,Nidhi Menon,4/06/2024,Bri Beaulieu,30/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C42-252,-22.26,114.39,2024-05-04T15:22:00+08:00,C42,Exmouth Gulf,Fished,NA,Alex McLennan,Bri Beaulieu,,Yes,Yes,,3.5,2,L002,R001,Yes,Yes,Nidhi Menon,30/05/2024,Bri Beaulieu,29/07/2024,"iPad failure, lost coordinates, notes and depth. The latitude and longitude come from sampling plan. Time from video file. Bait bag taken by N. ferrugineus at 29m and spat ack up again just out of range of view",vegetated,1.853181681e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C37-037,-21.99,114.5,2024-05-04T08:25:00+08:00,C37,Exmouth Gulf,Fished,NA,,,,,,,3,2,L002,R001,,,,,,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder. Time from video file",,NA,,spatially balanced - moved
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C37-223,-21.99,114.5,2024-05-04T12:00:00+08:00,C37,Exmouth Gulf,Fished,NA,,,,,,,3.5,2,L008,R007,,,,,,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder",,NA,,spatially balanced - moved
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C37-224,-21.99,114.5,2024-05-04T08:24:00+08:00,C37,Exmouth Gulf,Fished,NA,,,,,,,3,2,L004,R003,,,,,,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder. Time from video file",,NA,,spatially balanced - moved
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C37-225C,-22,114.5,2024-05-04T12:00:00+08:00,C37,Exmouth Gulf,Fished,NA,,,,,,,4,2,L016,R015,,,,,,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder",,NA,,spatially balanced - moved
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C37-226,-22,114.5,2024-05-04T08:39:00+08:00,C37,Exmouth Gulf,Fished,NA,,,,,,,3,2,L010,R009,,,,,,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder. Time from video file",,NA,,spatially balanced - moved
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C37-227,-22,114.49,2024-05-04T09:20:00+08:00,C37,Exmouth Gulf,Fished,NA,,,,,,,3.5,2,L014,R013,,,,,,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder. Time from video file",,NA,,spatially balanced - moved
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-023,-22,114.49,2024-05-04T08:45:00+08:00,CPO,Exmouth Gulf,Fished,NA,Ryan Simms,Alex McLennan,,Yes,No,,2.5,2,L018,R017,Yes,Yes,Nidhi Menon,12/07/2024,Alex McLennan,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder. Time from video file. No clap for sync. CALs no good on account of loose Left cam but some measurements possible towards end of period",,NA,TH,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-024,-22.21,114.42,2024-05-04T11:16:00+08:00,CPO,Exmouth Gulf,Fished,NA,Alex McLennan,Ryan Simms,,Yes,No,,4,2,L018,R017,Yes,Yes,Nidhi Menon,12/07/2024,,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder. Coordinates were incorrectly transcribed, have fixed in the labsheet. Time from video file. Both pre- and post- cal showing RMS errors. ",,NA,TH,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-025,-22.08,114.51,2024-05-04T13:54:00+08:00,CPO,Exmouth Gulf,Fished,NA,Alex McLennan,Ryan Simms,Yes,Yes,No,,3.5,2,L018,R017,Yes,Yes,Nidhi Menon,12/07/2024,,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder. Coordinates were incorrectly transcribed, have fixed in the labsheet. Time from video file. Left cam ends early, MaxN in Right. Cannot length due to lack of left video files.",,NA,TH,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-026,-22.28,114.38,2024-05-04T15:44:00+08:00,CPO,Exmouth Gulf,Fished,NA,Ryan Simms,Alex McLennan,,Yes,No,,4.5,2,L018,R017,Yes,Yes,Nidhi Menon,11/07/2024,Alex McLennan,,"iPad failure, lost coordinates and notes. The depth, latitude and longitude come from the boats sounder. Time from video file. CALs no good on account of loose Left cam ",,NA,SG,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-027,-22.31,114.22,2024-05-04T13:36:06+08:00,C27,Exmouth Gulf,Fished,9.6,Ryan Simms,Alex McLennan,,Yes,Yes,,1.5,2,L022,R021,Yes,Yes,Nidhi Menon,9/07/2024,Alex McLennan,15/08/2024,"Filmed wrong opcode (EG-C27-176), didn't record a note in the field",sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-173,-22.29,114.18,2024-05-04T13:50:12+08:00,C27,Exmouth Gulf,Fished,8.4,Alex McLennan,Ryan Simms,,Yes,Yes,,1,2,L028,R1201,Yes,Yes,Ryan Simms,20/08/2024,Ryan Simms,20/08/2024,Changed vis from 1.5 to 1.0,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-174,-22.29,114.21,2024-05-04T13:59:18+08:00,C27,Exmouth Gulf,Fished,9.4,Alex McLennan,Ryan Simms,,Yes,Yes,,1.5,2,L032,R031,Yes,Yes,Nidhi Menon,10/07/2024,Bri Beaulieu,1/08/2024,,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-175,-22.29,114.24,2024-05-04T14:08:19+08:00,C27,Exmouth Gulf,Fished,9.9,Ryan Simms,Alex McLennan,,Yes,Yes,Maybe,1.5,2,L006,R005,Yes,Yes,Nidhi Menon,9/07/2024,Alex McLennan,15/08/2024,Got cam numbers around the wrong way,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-176,-22.29,114.26,2024-05-04T14:17:27+08:00,C27,Exmouth Gulf,Fished,9.8,Alex McLennan,Bri Beaulieu,,Yes,Yes,,2,2,L024,R023,Yes,Yes,Nidhi Menon,1/07/2024,Bri Beaulieu,30/07/2024,,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C27-177,-22.27,114.22,2024-05-04T14:32:35+08:00,C27,Exmouth Gulf,Fished,9.8,Ryan Simms,Alex McLennan,,Yes,Yes,,1.5,2,L026,R025,Yes,Yes,Nidhi Menon,11/07/2024,Alex McLennan,16/08/2024,Rope in view of left cam. Annotated right video. No clap for sync point,sand_sparse,4.265529192e-09,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C04-058,-21.95,114.16,2024-05-05T08:31:56+08:00,C04,Exmouth Gulf,Fished,16,Ryan Simms,Alex McLennan,,Yes,Yes,,1.5,3,L002,R001,Yes,Yes,Nidhi Menon,25/06/2024,Alex McLennan,9/08/2024,Not exact spot nor depth,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C04-060,-21.95,114.15,2024-05-05T08:35:06+08:00,C04,Exmouth Gulf,Fished,14.9,Daniel Agnello,Alex McLennan,,Yes,Yes,,2,3,L004,R003,Yes,Yes,Nidhi Menon,5/06/2024,Alex McLennan,29/07/2024,strata is sandy,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C04-059,-21.95,114.14,2024-05-05T08:44:44+08:00,C04,Exmouth Gulf,Fished,3.8,Ryan Simms,Alex McLennan,,Yes,Yes,,1.5,3,L008,R007,Yes,Yes,Nidhi Menon,25/06/2024,Alex McLennan,9/08/2024,,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C04-061,-21.95,114.14,2024-05-05T08:48:43+08:00,C04,Exmouth Gulf,Fished,4.2,,,,No,No,,2,3,L010,R009,,,,,,,Bruv lands pointing up towards surface for the whole video,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C04-062,-21.95,114.14,2024-05-05T08:52:20+08:00,C04,Exmouth Gulf,Fished,3.9,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L014,R013,Yes,Yes,Nidhi Menon,31/05/2024,Alex McLennan,23/07/2024,,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-027,-21.92,114.14,2024-05-05T09:08:08+08:00,CPO,Exmouth Gulf,Fished,3.5,Ryan Simms,Alex McLennan,,Yes,Yes,,3,3,L016,R015,Yes,Yes,Nidhi Menon,12/07/2024,Alex McLennan,23/07/2024,,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-A,-21.91,114.14,2024-05-05T09:13:09+08:00,CPO,Exmouth Gulf,Fished,2.5,Ryan Simms,Alex McLennan,,Yes,No,,2.5,3,L018,R017,Yes,Yes,Nidhi Menon,15/07/2024,,,Cals don't work. Cam must have been crooked,,NA,,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-118,-21.95,114.18,2024-05-05T09:59:39+08:00,C16,Exmouth Gulf,Fished,18.5,Daniel Agnello,Alex McLennan,,Yes,Yes,,2,3,L006,R005,Yes,Yes,Nidhi Menon,11/06/2024,Alex McLennan,29/07/2024,Bait bag empty on retrieval,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-120,-21.94,114.18,2024-05-05T10:03:51+08:00,C16,Exmouth Gulf,Fished,18,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L026,R025,Yes,Yes,Nidhi Menon,31/05/2024,Alex McLennan,24/07/2024,Bait bag empty on retrieval,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-122,-21.94,114.18,2024-05-05T10:07:56+08:00,C16,Exmouth Gulf,Fished,18.6,Daniel Agnello,Alex McLennan,,Yes,Yes,,2,3,L024,R023,Yes,Yes,Nidhi Menon,11/06/2024,Alex McLennan,29/07/2024,Bait 80% gone on retrieval,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-016,-21.94,114.19,2024-05-05T10:12:29+08:00,C16,Exmouth Gulf,Fished,19,Alex McLennan,Ryan Simms,,Yes,Yes,,2,3,L032,R031,Yes,Yes,Nidhi Menon,13/06/2024,Bri Beaulieu,9/08/2024,Bait gone on retrieval ,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-121,-21.95,114.2,2024-05-05T10:16:17+08:00,C16,Exmouth Gulf,Fished,19.7,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L028,R1201,Yes,Yes,Nidhi Menon,30/05/2024,Alex McLennan,24/07/2024,Bait gone on retrieval,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C16-119,-21.95,114.19,2024-05-05T10:20:43+08:00,C16,Exmouth Gulf,Fished,19,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L022,R021,Yes,Yes,Nidhi Menon,30/05/2024,Alex McLennan,25/07/2024,,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C01-043,-21.93,114.17,2024-05-05T10:31:51+08:00,C01,Exmouth Gulf,Fished,15.6,Daniel Agnello,Alex McLennan,,Yes,Yes,,2,3,L002,R001,Yes,Yes,Nidhi Menon,11/06/2024,Alex McLennan,29/07/2024,,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C01-044,-21.93,114.17,2024-05-05T10:40:23+08:00,C01,Exmouth Gulf,Fished,16.2,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L018,R017,Yes,Yes,Nidhi Menon,13/06/2024,Bri Beaulieu,30/07/2024,,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C01-045,-21.92,114.17,2024-05-05T10:43:03+08:00,C01,Exmouth Gulf,Fished,17,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L004,R003,Yes,Yes,Nidhi Menon,20/06/2024,Bri Beaulieu,30/07/2024,,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C01-001,-21.92,114.17,2024-05-05T10:47:01+08:00,C01,Exmouth Gulf,Fished,16.3,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L008,R007,Yes,Yes,Nidhi Menon,30/05/2024,Alex McLennan,25/07/2024,,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C01-047,-21.92,114.17,2024-05-05T10:48:46+08:00,C01,Exmouth Gulf,Fished,16.4,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L010,R009,Yes,Yes,Nidhi Menon,21/06/2024,Bri Beaulieu,30/07/2024,,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C01-046,-21.92,114.17,2024-05-05T10:52:38+08:00,C01,Exmouth Gulf,Fished,15.6,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L016,R015,Yes,Yes,Nidhi Menon,21/06/2024,Bri Beaulieu,30/07/2024,,coral,3.244777936e-07,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-028-B,-21.91,114.18,2024-05-05T11:08:00+08:00,CPO,Exmouth Gulf,Fished,14.5,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L014,R013,Yes,Yes,Nidhi Menon,5/07/2024,Alex McLennan,26/07/2024,King reef. 19m to 15m then 19 again,,NA,SG,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-124,-21.94,114.23,2024-05-05T12:13:09+08:00,C17,Exmouth Gulf,Fished,21.5,,,,No,No,,0,3,L028,R1201,,,,,,,Bait gone,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-126,-21.93,114.24,2024-05-05T12:16:36+08:00,C17,Exmouth Gulf,Fished,19.5,,,,No,No,,0,3,L022,R021,,,,,,,Wrong opcode shown on left camera (124). Bait gone,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-017,-21.93,114.23,2024-05-05T12:20:46+08:00,C17,Exmouth Gulf,Fished,18.6,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L032,R031,Yes,Yes,Nidhi Menon,21/06/2024,Bri Beaulieu,31/07/2024,Bait gone on retrieval,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-127,-21.92,114.22,2024-05-05T12:24:42+08:00,C17,Exmouth Gulf,Fished,19.6,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L024,R023,Yes,Yes,Nidhi Menon,25/06/2024,Alex McLennan,31/07/2024,No bait on retrieval. No clap for sync point,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-125,-21.93,114.22,2024-05-05T12:28:42+08:00,C17,Exmouth Gulf,Fished,19.6,Ryan Simms,Alex McLennan,,Yes,Yes,,1.5,3,L026,R025,Yes,Yes,Nidhi Menon,27/06/2024,Alex McLennan,9/08/2024,Bait gone on retrieval,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C17-123,-21.94,114.22,2024-05-05T12:32:31+08:00,C17,Exmouth Gulf,Fished,19.8,,,,,,,1,3,L006,R005,,,,,,,Bait gone on retrieval. Visability too poor for habitat and lengths,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-142,-22.03,114.13,2024-05-05T12:54:05+08:00,C20,Exmouth Gulf,Fished,12.3,Ryan Simms,Alex McLennan,,Yes,Yes,,1.5,3,L008,R007,Yes,Yes,Nidhi Menon,27/06/2024,Alex McLennan,9/08/2024,,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-141,-22.03,114.12,2024-05-05T12:59:33+08:00,C20,Exmouth Gulf,Fished,8.8,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L004,R003,Yes,Yes,Nidhi Menon,19/06/2024,Bri Beaulieu,31/07/2024,,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-140,-22.03,114.12,2024-05-05T13:03:58+08:00,C20,Exmouth Gulf,Fished,7.5,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L018,R017,Yes,Yes,Nidhi Menon,23/05/2024,Bri Beaulieu,25/07/2024,"Right camera showed L19 on whiteboard, left camera showed L18, please recapture habitat image",filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-020,-22.03,114.13,2024-05-05T13:08:03+08:00,C20,Exmouth Gulf,Fished,10.5,Ryan Simms,Ryan Simms,,Yes,Yes,,1.5,3,L002,R001,Yes,Yes,Nidhi Menon,27/06/2024,Alex McLennan,12/08/2024,,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-138,-22.04,114.12,2024-05-05T13:11:42+08:00,C20,Exmouth Gulf,Fished,10.7,Ryan Simms,Alex McLennan,,Yes,Yes,,2,3,L014,R013,Yes,Yes,Nidhi Menon,19/06/2024,Bri Beaulieu,31/07/2024,,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C20-139,-22.04,114.14,2024-05-05T13:17:39+08:00,C20,Exmouth Gulf,Fished,15,Ryan Simms,Ryan Simms,,Yes,Yes,,1.5,3,L016,R015,Yes,Yes,Nidhi Menon,28/06/2024,Alex McLennan,13/08/2024,,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-CPO-029,-22.08,114.11,2024-05-05T13:39:26+08:00,CPO,Exmouth Gulf,Fished,5.1,Ryan Simms,Alex McLennan,,Yes,Yes,,2.5,3,L010,R009,Yes,Yes,Nidhi Menon,15/07/2024,Alex McLennan,26/07/2024,Nielsys pick “Sharp Edge”,,NA,SG,preferential (captains pick)
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C13-107,-21.94,114.24,2024-05-05T14:13:27+08:00,C13,Exmouth Gulf,Fished,19.6,,,,No,No,,0,3,L006,R005,,,,,,,Bait gone on retrieval,filter_feeders,2.625901012e-08,,spatially balanced
2024-05_Exmouth-Gulf_stereo-BRUVs,EG-C13-105,-21.95,114.24,2024-05-05T14:18:01+08:00,C13,Exmouth Gulf,Fished,18.8,,,,No,No,,0,3,L026,R025,,,,,,,"Videos have incorrect op code (107), bat 98% gone on retrieval",filter_feeders,2.625901012e-08,,spatially balanced
