Bshape,Class,Order,Family,Genus,Species,SpecCode,LengthMin,LengthMax,Number,a,b,CoeffDetermination,Type,Score,PopLWRef,DataRef
fusiform,Actinopterygii,Clupeiformes,Clupeidae,Alosa,fallax,5355,41,60,102,0.00752,3.049999952,0.864899993,TL,0.864899993,10539,7048
fusiform,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,amblyrhynchos,861,45.09999847,120,54,0.00878,3.049999952,0.904400945,TL,0.904400945,26587,26587
fusiform,Actinopterygii,Siluriformes,Auchenipteridae,Pseudauchenipterus,nodosus,963,7.800000191,11.19999981,53,0.0092,3.049999952,0.89200002,TL,0.89200002,71685,71685
fusiform,Actinopterygii,Perciformes,Carangidae,Trachurus,declivis,372,15,46,480,0.00957,3.049999952,0.980100036,FL,0.980100036,7341,7341
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,escherichii,63103,4.900000095,22.60000038,12,0.0096,3.049999952,0.989000022,TL,0.989000022,59105,59105
fusiform,Actinopterygii,Perciformes,Gobiidae,Gobius,gasteveni,7660,3.200000048,5.099999905,8,0.0101,3.049999952,0.968999982,TL,0.968999982,85826,
fusiform,Actinopterygii,Perciformes,Serranidae,Diplectrum,euryplectrum,14231,5.599999905,16.89999962,1624,0.011,3.049999952,0.992015958,TL,0.992015958,26176,26176
fusiform,Actinopterygii,Mugiliformes,Mugilidae,Liza,aurata,1735,,,65,0.011,3.049999952,0.980100036,TL,0.980100036,50467,50467
fusiform,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,analis,1403,,,,0.0113,3.049999952,0.959812164,TL,0.959812164,46200,46200
fusiform,Actinopterygii,Perciformes,Serranidae,Mycteroperca,bonaci,1209,29,132,30,0.0113,3.049999952,,TL,0.7,11824,11824
fusiform,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,3385,,,111,0.0117,3.049999952,,TL,0.6,3993,4006
fusiform,Actinopterygii,Mugiliformes,Mugilidae,Valamugil,buchanani,4817,7,60,929,0.0119,3.049999952,0.990024984,FL,0.990024984,26587,26587
fusiform,Actinopterygii,Clupeiformes,Clupeidae,Harengula,clupeola,1478,3,14,100,0.0145,3.049999952,,FL,0.7,11824,11824
fusiform,Actinopterygii,Perciformes,Scombridae,Thunnus,maccoyii,145,,,1447,0.0164,3.049999952,0.958440959,FL,0.958440959,53395,53395
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,1758,8.5,20.79999924,65,0.0166,3.050800085,0.980000019,TL,0.980000019,89795,
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,1758,8.5,20.79999924,,0.0166,3.050800085,0.980000019,TL,0.980000019,89795,
fusiform,Actinopterygii,Perciformes,Apogonidae,Ostorhinchus,lateralis,5761,3.5,8.5,106,0.01843,3.050990105,0.940900028,FL,0.940900028,55787,55787
fusiform,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,anchoita,1659,5.900000095,15,375,0.00536,3.051000118,0.974168956,TL,0.974168956,39376,39376
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Alburnus,alburnus,4730,5.599999905,16.89999962,126,0.0062,3.051000118,0.978121042,TL,0.978121042,71904,71904
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,notata,1760,5.099999905,22.79999924,225,0.0153,3.051000118,0.981999993,TL,0.981999993,47289,
fusiform,Actinopterygii,Perciformes,Gobiidae,Neogobius,melanostomus,12019,5,12,38,0.0262,3.051300049,1,TL,1,56433,
fusiform,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,vexillarium,3251,3.5,10.5,22,0.015799999,3.051399946,0.995400012,TL,0.995400012,59090,59090
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,7.699999809,13.39999962,36,0.0104,3.051840067,0.901000023,TL,0.901000023,80795,80795
fusiform,Actinopterygii,Perciformes,Serranidae,Epinephelus,malabaricus,6439,8.5,128,172,0.01207,3.051889896,0.996004045,FL,0.996004045,55787,55787
fusiform,Actinopterygii,Perciformes,Carangidae,Atule,mate,1893,,,,0.00894,3.052000046,,TL,0.5,27802,27802
fusiform,Actinopterygii,Perciformes,Scaridae,Sparisoma,cretense,13025,10,32.5,372,0.01127,3.052000046,0.985056281,TL,0.985056281,42455,27057
fusiform,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,69,6,95,,0.00835,3.052999973,0.994008958,TL,0.994008958,6014,6014
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Barbonymus,gonionotus,286,7,34,214,0.0132,3.053299904,0.96509999,TL,0.96509999,85454,85454
fusiform,Actinopterygii,Perciformes,Labridae,Coris,julis,58,13.39999962,18.20000076,35,0.0082,3.053999901,0.808000028,TL,0.808000028,59104,59104
fusiform,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,lineatus,6940,19.5,44,18,0.0137,3.053999901,0.984063983,FL,0.984063983,26587,26587
fusiform,Actinopterygii,Perciformes,Sparidae,Diplodus,sargus sargus,1753,12.19999981,41.09999847,446,0.0166,3.053999901,0.970000029,TL,0.970000029,47289,
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,2.5,11.60000038,143,0.017999999,3.053999901,0.975000024,TL,0.975000024,88165,88165
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,5.900000095,12.5,59,0.0084,3.054630041,0.935000002,TL,0.935000002,80795,80795
fusiform,Actinopterygii,Perciformes,Sparidae,Dentex,macrophthalmus,438,18,29,30,0.016100001,3.055000067,0.962000012,FL,0.962000012,89108,
fusiform,Actinopterygii,Characiformes,Alestidae,Brycinus,longipinnis,5234,4.5,16.39999962,3195,0.033500001,3.055000067,0.887024939,TL,0.887024939,57961,
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,1758,5.699999809,23.60000038,,0.0166,3.055399895,0.893024981,TL,0.893024981,86702,
fusiform,Actinopterygii,Perciformes,Sciaenidae,Isopisthus,parvipinnis,1179,4.5,19.89999962,438,0.00814,3.055999994,0.981999993,TL,0.981999993,40728,40728
fusiform,Actinopterygii,Perciformes,Percichthyidae,Siniperca,knerii,55170,,,,0.020400001,3.055999994,,TL,0.5,7029,7029
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Squalius,cephalus,4482,3.400000095,30,45,0.009,3.056999922,0.994008958,TL,0.994008958,59097,59097
fusiform,Actinopterygii,Perciformes,Gobiidae,Oxyurichthys,papuensis,8030,6.099999905,12.19999981,112,0.0101,3.056999922,0.978121042,TL,0.978121042,42805,42805
fusiform,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,japonicus,4559,,,,0.0107,3.056999922,,FL,0.5,32969,32969
fusiform,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,marginatus,4566,8.100000381,23.5,16,0.0107,3.056999922,0.992015958,TL,0.992015958,1911,1911
fusiform,Actinopterygii,Perciformes,Serranidae,Plectropomus,leopardus,4826,24,91,138,0.0119,3.056999922,0.982080996,FL,0.982080996,26587,26587
fusiform,Actinopterygii,Perciformes,Serranidae,Epinephelus,polyphekadion,6473,17,61,309,0.0124,3.056999922,0.970225036,TL,0.970225036,26587,26587
fusiform,Actinopterygii,Perciformes,Serranidae,Epinephelus,fuscoguttatus,4460,18.5,100,22,0.01335,3.057229996,0.994008958,FL,0.994008958,55787,55787
fusiform,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,atkinsoni,1854,4.199999809,45.5,2038,0.0178,3.057369947,0.982080996,FL,0.982080996,55787,55787
fusiform,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,philippinus,5727,3.5,9.5,73,0.02314,3.057610035,0.944783986,FL,0.944783986,55787,55787
fusiform,Actinopterygii,Perciformes,Serranidae,Cephalopholis,sonnerati,6454,24,50,67,0.0145,3.058000088,0.935088992,TL,0.935088992,26587,26587
fusiform,Actinopterygii,Perciformes,Cichlidae,Oreochromis,leucostictus,1413,4.5,25.5,244,0.0152,3.058000088,0.980100036,FL,0.980100036,57989,
fusiform,Actinopterygii,Perciformes,Scaridae,Scarus,rivulatus,4969,12.5,41.5,16,0.0184,3.058000088,0.996004045,TL,0.996004045,26587,26587
fusiform,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,bohar,1417,4,75,510,0.015629999,3.058650017,0.994008958,FL,0.994008958,55787,55787
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,5.5,17.60000038,1411,0.0118,3.058670044,0.986999989,TL,0.986999989,80795,80795
fusiform,Actinopterygii,Perciformes,Carangidae,Caranx,ignobilis,1895,7,93,94,0.016380001,3.058690071,0.996004045,FL,0.996004045,55787,55787
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Hemiculter,bleekeri,22529,8.899999619,20.20000076,54,0.006,3.059000015,0.855625033,TL,0.855625033,74975,74975
fusiform,Actinopterygii,Perciformes,Percidae,Sander,lucioperca,360,2.099999905,100,2278,0.006,3.059000015,0.99000001,TL,0.99000001,88166,88166
fusiform,Actinopterygii,Gadiformes,Moridae,Pseudophycis,bachus,2020,,,,0.0074,3.059000015,,FL,0.5,9072,12174
fusiform,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,regius,418,8,87,742,0.00826,3.059000015,0.996004045,TL,0.996004045,6014,6014
fusiform,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,gilae,2689,,,599,0.00916,3.059000015,0.980100036,TL,0.980100036,26322,26322
fusiform,Actinopterygii,Beryciformes,Holocentridae,Sargocentron,punctatissimum,4906,4.800000191,8.5,126,0.0141,3.059000015,0.831744015,TL,0.831744015,26849,26849
fusiform,Actinopterygii,Perciformes,Gerreidae,Gerres,filamentosus,4463,9,16,156,0.0176,3.059000015,0.946729004,FL,0.946729004,4749,4749
fusiform,Actinopterygii,Polymixiiformes,Polymixiidae,Polymixia,nobilis,7557,20,47,72,0.019099999,3.059000015,0.985000014,FL,0.985000014,89108,
fusiform,Actinopterygii,Perciformes,Serranidae,Plectropomus,leopardus,4826,10.69999981,91,191,0.01175,3.059540033,0.990024984,FL,0.990024984,55787,55787
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Hemiculter,leucisculus,4755,4,18.79999924,501,0.0055,3.059999943,0.981000006,TL,0.981000006,89110,
fusiform,Actinopterygii,Clupeiformes,Pristigasteridae,Ilisha,africana,1625,9,25,178,0.0057,3.059999943,0.966288984,TL,0.966288984,52841,52841
fusiform,Actinopterygii,Perciformes,Percidae,Sander,lucioperca,360,11,78,1308,0.00607,3.059999943,0.980000019,TL,0.980000019,90081,90081
fusiform,Actinopterygii,Mugiliformes,Mugilidae,Mugil,soiuy,4791,,,79,0.007,3.059999943,0.950625062,TL,0.950625062,26327,26327
fusiform,Actinopterygii,Clupeiformes,Clupeidae,Sardina,pilchardus,1350,,,650,0.0071,3.059999943,0.869929254,TL,0.869929254,42455,33919
fusiform,Actinopterygii,Gadiformes,Gadidae,Trisopterus,minutus,481,8.399999619,15.60000038,61,0.0075,3.059999943,0.986048937,TL,0.986048937,26178,26178
fusiform,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,gilae,2689,,,598,0.00804,3.059999943,0.988036036,TL,0.988036036,26322,26322
fusiform,Actinopterygii,Perciformes,Centrarchidae,Micropterus,punctulatus,3384,27,46,177,0.0102,3.059999943,,TL,0.7,3993,3774
fusiform,Actinopterygii,Perciformes,Sparidae,Pagrus,pagrus,1756,,,230,0.0102,3.059999943,0.960008025,TL,0.960008025,42812,42812
fusiform,Actinopterygii,Perciformes,Blenniidae,Parablennius,incognitus,16326,2.200000048,8,21,0.0103,3.059999943,0.996004045,TL,0.996004045,50932,50932
fusiform,Actinopterygii,Perciformes,Nemipteridae,Nemipterus,japonicus,4559,9.5,35.5,1889,0.0105,3.059999943,,TL,0.7,2083,2083
fusiform,Actinopterygii,Perciformes,Sparidae,Dentex,dentex,439,16,82,,0.011,3.059999943,,TL,0.7,30665,30665
fusiform,Actinopterygii,Perciformes,Labridae,Stethojulis,interrupta,6633,2.599999905,12,46,0.011,3.059999943,0.910116017,TL,0.910116017,26177,26177
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Petroleuciscus,borysthenicus,25956,9,10.60000038,12,0.0115,3.059999943,0.925999999,TL,0.925999999,59105,59105
fusiform,Actinopterygii,Perciformes,Sciaenidae,Umbrina,cirrosa,1306,33.09999847,47,44,0.0115,3.059999943,0.976999998,TL,0.976999998,59118,59118
fusiform,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,melas,291,7.599999905,27.89999962,243,0.01161,3.059999943,,TL,0.7,3672,3957
fusiform,Actinopterygii,Perciformes,Cichlidae,Oreochromis,shiranus shiranus,1432,,,2251,0.0135,3.059999943,0.990024984,TL,0.990024984,27591,27591
fusiform,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,analis,1403,18,68,1154,0.0137,3.059999943,,FL,0.7,8571,3101
fusiform,Actinopterygii,Perciformes,Percidae,Sander,lucioperca,360,15,52.90000153,161,0.0151,3.059999943,,FL,0.7,74705,90278
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,notata,1760,8.699999809,16.60000038,135,0.0165,3.059999943,0.970000029,TL,0.970000029,86317,
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,notata,1760,8.699999809,16.60000038,357,0.0167,3.059999943,0.954999983,TL,0.954999983,86317,
fusiform,Actinopterygii,Perciformes,Scombridae,Thunnus,maccoyii,145,,,1309,0.0167,3.059999943,0.929295957,FL,0.929295957,53395,53395
fusiform,Actinopterygii,Polymixiiformes,Polymixiidae,Polymixia,nobilis,7557,14.19999981,46.5,213,0.017999999,3.059999943,0.971000016,FL,0.971000016,88061,88061
fusiform,Actinopterygii,Perciformes,Mullidae,Mulloidichthys,flavolineatus,5983,9.899999619,30.29999924,316,0.00886,3.060199976,0.919681013,TL,0.919681013,48600,48600
fusiform,Actinopterygii,Perciformes,Carangidae,Caranx,rhonchus,1899,7,38,,0.01233,3.060800076,0.987837195,FL,0.987837195,28200,28203
fusiform,Actinopterygii,Perciformes,Scombridae,Scomber,japonicus,117,,,,0.00779,3.061000109,,TL,0.5,83835,83863
fusiform,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,3385,10.30000019,14.5,6,0.0107,3.061000109,0.992015958,TL,0.992015958,71904,71904
fusiform,Actinopterygii,Perciformes,Serranidae,Epinephelus,cyanopodus,5349,9.5,76,186,0.0135,3.061000109,0.966288984,TL,0.966288984,26587,26587
fusiform,Actinopterygii,Perciformes,Sparidae,Diplodus,sargus sargus,1753,16,32.29999924,33,0.0144,3.061000109,0.980000019,TL,0.980000019,86703,86703
fusiform,Actinopterygii,Perciformes,Serranidae,Serranus,cabrilla,1353,11,27.5,,0.00861,3.061100006,0.949999988,TL,0.949999988,86713,
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,5.5,15.10000038,270,0.00944,3.061650038,0.973999977,TL,0.973999977,80795,80795
fusiform,Actinopterygii,Perciformes,Serranidae,Epinephelus,maculatus,5350,6.5,60.5,775,0.01104,3.061969995,0.978121042,FL,0.978121042,55787,55787
fusiform,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,3385,,,359,0.0124,3.062000036,,FL,0.6,3993,4042
fusiform,Actinopterygii,Perciformes,Istiophoridae,Kajikia,audax,223,,,,0.0165,3.062000036,,FL,0.5,1003,1003
fusiform,Actinopterygii,Polymixiiformes,Polymixiidae,Polymixia,nobilis,7557,19,47,152,0.0184,3.062000036,0.975000024,FL,0.975000024,89108,
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,5.5,12.5,97,0.0102,3.062079906,0.916999996,TL,0.916999996,80795,80795
fusiform,Actinopterygii,Perciformes,Lethrinidae,Gnathodentex,aureolineatus,1832,8.5,20.5,53,0.01804,3.062540054,0.966288984,FL,0.966288984,55787,55787
fusiform,Actinopterygii,Perciformes,Scaridae,Scarus,guacamaia,1155,12.80000019,48.40000153,11,0.0155,3.062900066,0.99000001,TL,0.99000001,6937,6937
fusiform,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,29,14.69999981,33.40000153,1134,0.0058,3.062999964,0.91900003,TL,0.91900003,59118,59118
fusiform,Actinopterygii,Clupeiformes,Pristigasteridae,Ilisha,africana,1625,6.5,19.10000038,216,0.006,3.062999964,0.938960969,TL,0.938960969,52843,52843
fusiform,Actinopterygii,Perciformes,Sparidae,Lithognathus,mormyrus,706,20,38,125,0.0094,3.062999964,0.970225036,TL,0.970225036,13716,13716
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Mylopharyngodon,piceus,4602,43.59999847,83.59999847,18,0.0097,3.062999964,0.986048937,TL,0.986048937,74975,74975
fusiform,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,239,32.5,69.09999847,484,0.0101,3.062999964,,FL,0.7,3672,3871
fusiform,Actinopterygii,Perciformes,Labridae,Bodianus,perditio,7734,16.5,73,311,0.0163,3.062999964,0.976143956,FL,0.976143956,26587,26587
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,notata,1760,8.399999619,17.79999924,121,0.016960001,3.062999964,0.921599984,TL,0.921599984,50427,
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Squalius,cephalus,4482,1.5,21.89999962,1161,0.0083,3.063999891,0.978121042,TL,0.978121042,50932,50932
fusiform,Actinopterygii,Mugiliformes,Mugilidae,Mugil,cephalus,785,6.5,48.5,247,0.0117,3.063999891,0.994008958,FL,0.994008958,26587,26587
fusiform,Actinopterygii,Perciformes,Labridae,Halichoeres,hortulanus,12663,8.5,24.29999924,843,0.0119,3.063999891,0.929295957,TL,0.929295957,48600,48600
fusiform,Actinopterygii,Perciformes,Carangidae,Pseudocaranx,dentex,1002,6,51,,0.0135,3.063999891,,FL,0.7,9072,5961
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Luciobarbus,xanthopterus,54813,,,,0.0093,3.064599991,,TL,0.5,59113,59113
fusiform,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,labrax,63,24.5,88,422,0.0079,3.065000057,0.976000011,TL,0.976000011,59118,59118
fusiform,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,nebulosus,3022,15.19999981,29.20000076,1634,0.01009,3.065000057,,TL,0.7,3672,3953
fusiform,Actinopterygii,Perciformes,Scombridae,Gymnosarda,unicolor,106,54,102,26,0.0105,3.065000057,0.990024984,FL,0.990024984,3084,3084
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,maderensis,10185,5.400000095,17.79999924,525,0.014,3.065000057,0.968999982,TL,0.968999982,47289,
fusiform,Actinopterygii,Perciformes,Serranidae,Serranus,cabrilla,1353,3.200000048,24,,0.0092,3.065799952,0.977999985,TL,0.977999985,52995,
fusiform,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,quinquelineatus,172,,,577,0.0123,3.065999985,0.964323997,FL,0.964323997,34051,34051
fusiform,Actinopterygii,Perciformes,Serranidae,Epinephelus,fuscoguttatus,4460,18.5,100,19,0.0126,3.065999985,0.996004045,TL,0.996004045,26587,26587
fusiform,Actinopterygii,Siluriformes,Auchenipteridae,Pseudauchenipterus,nodosus,963,2.799999952,11.69999981,102,0.00853,3.066999912,0.982080996,TL,0.982080996,80009,80009
fusiform,Actinopterygii,Perciformes,Serranidae,Diplectrum,radiale,7330,8.899999619,18,52,0.0107,3.066999912,0.982080996,TL,0.982080996,80009,80009
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,1758,4.900000095,31.70000076,,0.0163,3.066999912,0.891135991,TL,0.891135991,86702,
fusiform,Actinopterygii,Perciformes,Labridae,Symphodus,tinca,1708,12.69999981,20.79999924,31,0.01286,3.068000078,0.970027983,TL,0.970027983,42455,9177
fusiform,Actinopterygii,Perciformes,Mullidae,Upeneus,tragula,5443,3.5,24,380,0.01365,3.068000078,0.976143956,FL,0.976143956,55787,55787
fusiform,Actinopterygii,Perciformes,Siganidae,Siganus,fuscescens,4616,3,29.5,481,0.01373,3.068160057,0.992015958,FL,0.992015958,55787,55787
fusiform,Actinopterygii,Perciformes,Sciaenidae,Stellifer,stellifer,14681,1.600000024,12.89999962,533,0.0069,3.068300009,0.922999978,TL,0.922999978,83806,83806
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,6,16.79999924,27,0.0099,3.068690062,0.994000018,TL,0.994000018,80795,80795
fusiform,Actinopterygii,Perciformes,Channidae,Channa,argus argus,4799,28.39999962,51.70000076,32,0.0065,3.069000006,0.980100036,TL,0.980100036,74975,74975
fusiform,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,3385,8.399999619,54.59999847,185,0.00933,3.069000006,,TL,0.7,3993,4047
fusiform,Actinopterygii,Gadiformes,Gadidae,Trisopterus,luscus,1367,,,143,0.01049,3.069000006,,TL,0.6,54271,54271
fusiform,Actinopterygii,Siluriformes,Malapteruridae,Malapterurus,electricus,2087,11.39999962,22,150,0.0108,3.069000006,0.966288984,TL,0.966288984,11363,11363
fusiform,Actinopterygii,Perciformes,Percichthyidae,Siniperca,chuatsi,28054,17,43.59999847,187,0.0112,3.069000006,0.982080996,TL,0.982080996,74975,74975
fusiform,Actinopterygii,Perciformes,Gobiidae,Neogobius,fluviatilis,4720,1.700000048,13,,0.015900001,3.069200039,0.997201979,TL,0.997201979,75028,
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,5.5,11.89999962,125,0.00988,3.069499969,0.994000018,TL,0.994000018,80795,80795
fusiform,Actinopterygii,Perciformes,Scombridae,Scomberomorus,commerson,121,60,145,462,0.0059,3.069999933,,FL,0.7,5765,5765
fusiform,Actinopterygii,Perciformes,Carangidae,Trachurus,trachurus,1365,6.5,33.90000153,1193,0.0061,3.069999933,0.968059242,TL,0.968059242,42455,33876
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio carpio,1450,35.59999847,77,352,0.009999999,3.069999933,,TL,0.7,3672,3774
fusiform,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,analis,1403,,85,274,0.0104,3.069999933,,FL,0.6,11824,
fusiform,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta trutta,238,,,25,0.011,3.069999933,0.99000001,FL,0.99000001,91718,91718
fusiform,Actinopterygii,Perciformes,Labridae,Symphodus,cinereus,1791,3,6,,0.01195,3.069999933,0.967999995,TL,0.967999995,85826,85826
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,carpio carpio,1450,7.099999905,59,43,0.012,3.069999933,0.994008958,TL,0.994008958,59097,59097
fusiform,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,butcheri,14601,,,302,0.01202,3.069999933,0.990024984,TL,0.990024984,37994,37994
fusiform,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,3385,,,477,0.01202,3.069999933,,TL,0.6,3993,4006
fusiform,Actinopterygii,Perciformes,Percidae,Sander,lucioperca,360,10.5,52.90000153,326,0.0123,3.069999933,,FL,0.7,74705,90278
fusiform,Actinopterygii,Perciformes,Haemulidae,Pomadasys,rogerii,5004,22,40,58,0.013,3.069999933,,TL,0.7,7193,7193
fusiform,Actinopterygii,Perciformes,Sparidae,Diplodus,sargus sargus,1753,13.19999981,32.29999924,19,0.0138,3.069999933,0.990024984,TL,0.990024984,42455,33903
fusiform,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,3385,,,257,0.0138,3.069999933,,TL,0.6,3993,4006
fusiform,Actinopterygii,Perciformes,Sparidae,Diplodus,sargus sargus,1753,13.19999981,32.29999924,65,0.01382,3.069999933,0.99000001,TL,0.99000001,33903,
fusiform,Actinopterygii,Perciformes,Haemulidae,Haemulon,album,1126,27.60000038,58.59999847,112,0.0144,3.069999933,,FL,0.7,3160,3160
fusiform,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,porcus,1758,8.600000381,27.20000076,,0.015900001,3.069999933,0.987999976,TL,0.987999976,86725,
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Abramis,brama,268,,,,0.017999999,3.069999933,,TL,0.5,41818,41818
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,5.599999905,16,26,0.00994,3.070199966,0.99000001,TL,0.99000001,80795,80795
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,5.599999905,13.80000019,59,0.00941,3.070499897,0.981999993,TL,0.981999993,80795,80795
fusiform,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,gilae,2689,,,68,0.00942,3.071000099,0.960400045,TL,0.960400045,26322,26322
fusiform,Actinopterygii,Perciformes,Pomacentridae,Chromis,chromis,1706,5.5,13.5,,0.0199,3.071000099,0.984063983,TL,0.984063983,42542,42542
fusiform,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,4474,5.599999905,18.29999924,39,0.0105,3.071619987,0.981000006,TL,0.981000006,80795,80795
fusiform,Actinopterygii,Perciformes,Pomacentridae,Teixeirichthys,jordani,10742,7,10,50,0.019719999,3.071690083,0.940900028,FL,0.940900028,55787,55787
fusiform,Actinopterygii,Perciformes,Sciaenidae,Leiostomus,xanthurus,429,5,17.5,944,0.00921,3.072000027,,TL,0.7,4528,4528
fusiform,Actinopterygii,Perciformes,Cichlidae,Serranochromis,macrocephalus,5359,,,,0.012,3.072000027,,TL,0.5,52846,52846
fusiform,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,semicinctus,1849,3,29,154,0.0134,3.072000027,0.986048937,FL,0.986048937,26587,26587
fusiform,Actinopterygii,Perciformes,Pempheridae,Pempheris,oualensis,5802,,,,0.0139,3.072000027,,TL,0.5,52323,
fusiform,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,artedi,235,14.69999981,42.40000153,3849,0.00587,3.072999954,,TL,0.7,3672,3773
fusiform,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,69,2.5,108,468,0.00726,3.072999954,0.999800026,TL,0.999800026,56173,56173
fusiform,Actinopterygii,Siluriformes,Ictaluridae,Ameiurus,nebulosus,3022,4,29.29999924,741,0.0099,3.072999954,0.980000019,TL,0.980000019,88166,88166
fusiform,Actinopterygii,Cypriniformes,Cyprinidae,Gobio,gobio,4478,4.400000095,13.19999981,51,0.01,3.072999954,0.990024984,TL,0.990024984,59097,59097
fusiform,Actinopterygii,Perciformes,Nemipteridae,Pentapodus,setosus,5872,12,21.39999962,20,0.0106,3.072999954,0.984063983,TL,0.984063983,7340,7340
fusiform,Actinopterygii,Perciformes,Sparidae,Pagrus,pagrus,1756,18,70,830,0.0127,3.072999954,0.970225036,TL,0.970225036,13305,13305
fusiform,Actinopterygii,Perciformes,Apogonidae,Apogon,maculatus,3526,1.600000024,6.5,22,0.015799999,3.072999954,0.970000029,FL,0.970000029,6937,6937
fusiform,Actinopterygii,Perciformes,Cichlidae,Oreochromis,niloticus niloticus,2,4.800000191,52,415,0.016100001,3.072999954,,TL,0.7,34291,34291
fusiform,Actinopterygii,Perciformes,Labridae,Acantholabrus,palloni,7633,13.30000019,23.5,258,0.0108,3.073999882,0.749956012,TL,0.749956012,59122,
fusiform,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,358,,,803,0.0114,3.073999882,0.990400016,FL,0.990400016,37741,37741
fusiform,Actinopterygii,Perciformes,Polynemidae,Polydactylus,multiradiatus,4492,7.800000191,24.5,419,0.0115,3.073999882,,FL,0.7,1844,1844
