Sample	Genus	Species	Count	Length	Precision	Range	Family
10dKR2-5	Coris	auricularis	1	253.2483	15.3975	3862.7216	Labridae
10dKR2-5	Parma	mccullochi	1	174.4542	12.804	3194.9382	Pomacentridae
10dKR2-5	Parupeneus	spilurus	1	284.4503	13.09	3636.8866	Mullidae
10dKR2-5	Coris	auricularis	1	353.9418	6.0723	2190.1974	Labridae
10dKR2-5	Coris	auricularis	1	102.9775	9.7903	2685.9725	Labridae
10dKR2-5	Notolabrus	parilus	1	187.12	5.5788	1830.6354	Labridae
10dKR2-5	Austrolabrus	maculatus	1	73.9502	2.1457	1718.6453	Labridae
10dKR2-5	Parma	mccullochi	1	223.9874	1.9012	1452.7704	Pomacentridae
10dKR2-5	Notolabrus	parilus	1	262.0986	1.5577	1618.4729	Labridae
10dKR2-5	Kyphosus	cornelii	1	390.8124	13.5714	3013.8387	Kyphosidae
10dKR2-6	Parma	mccullochi	1	224.338	4.0647	3316.6847	Pomacentridae
10dKR2-6	Parma	mccullochi	1	200.7467	21.4567	4620.5324	Pomacentridae
10dKR2-6	Arripis	georgianus	1	287.8883	36.5964	5061.608	Arripidae
10dKR2-6	Arripis	georgianus	2	238.1755	8.8355	5191.2707	Arripidae
10dKR2-6	Girella	zebra	1	291.4504	24.4359	5205.8916	Kyphosidae
10dKR2-6	Coris	auricularis	1	351.9932	4.6214	3017.1967	Labridae
10dKR2-6	Coris	auricularis	1	117.3452	4.2613	2533.7865	Labridae
10dKR2-6	Coris	auricularis	1	81.2662	4.7106	2444.4623	Labridae
10dKR2-6	Parma	mccullochi	1	215.3216	9.8667	4599.9702	Pomacentridae
10dKR2-6	Parma	mccullochi	1	213.2776	2.6629	2038.8596	Pomacentridae
10dKR2-6	Parma	mccullochi	1	213.089	12.5771	3331.9302	Pomacentridae
10dKR2-6	Parma	mccullochi	1	289.4279	9.8826	2620.116	Pomacentridae
10dKR2-7	Coris	auricularis	1	104.5225	14.8543	3332.8304	Labridae
10dKR2-7	Chromis	klunzingeri	1	85.968	18.1513	4014.4575	Pomacentridae
10dKR2-7	Kyphosus	cornelii	1	314.4161	4.2243	2803.8758	Kyphosidae
10dKR2-7	Parma	mccullochi	1	190.6495	4.3325	2015.9444	Pomacentridae
10dKR2-7	Coris	auricularis	1	370.2365	14.9804	3132.7747	Labridae
10dKR2-7	Kyphosus	cornelii	1	318.9423	10.1382	3714.3351	Kyphosidae
10dKR2-7	Kyphosus	cornelii	1	295.957	11.0844	3383.3061	Kyphosidae
10dKR2-7	Kyphosus	cornelii	1	376.3149	9.8622	3094.7438	Kyphosidae
10dKR2-7	Parma	mccullochi	1	232.3351	4.5918	2376.5687	Pomacentridae
10dKR2-7	Kyphosus	cornelii	1	397.3549	15.0818	4007.8988	Kyphosidae
10dKR2-7	Coris	auricularis	1	312.9578	22.4994	4093.5765	Labridae
10dKR2-7	Coris	auricularis	1	380.6501	16.0911	5151.0594	Labridae
10dKR2-7	Parma	mccullochi	1	202.1186	3.76	2876.0264	Pomacentridae
10dKR2-7	Kyphosus	cornelii	1	331.2407	11.9809	4176.0956	Kyphosidae
10dKR2-7	Parma	mccullochi	1	207.8499	11.9376	4418.589	Pomacentridae
10dKR2-7	Coris	auricularis	1	200.7025	19.1929	4019.3525	Labridae
10dKR2-8	Parma	mccullochi	1	198.0879	2.8031	1859.255	Pomacentridae
10dKR2-8	Parma	mccullochi	1	153.4201	3.2368	3938.3426	Pomacentridae
10dKR2-8	Parma	mccullochi	1	201.949	2.2753	1751.1872	Pomacentridae
10dKR2-8	Parma	mccullochi	1	173.6334	4.8878	2963.1812	Pomacentridae
10dKR2-8	Parma	mccullochi	1	166.1363	5.3658	2919.721	Pomacentridae
10dKR2-8	Parma	mccullochi	1	124.7833	4.1542	2380.2225	Pomacentridae
10dKR2-8	Coris	auricularis	1	123.1278	4.5104	2503.9302	Labridae
10dKR2-8	Parma	mccullochi	1	141.6579	4.0741	2635.67	Pomacentridae
10dKR2-8	Parma	mccullochi	1	181.0302	29.4626	4863.3418	Pomacentridae
10dKR2-8	Notolabrus	parilus	1	167.8292	1.6597	2036.708	Labridae
10dKR2-8	Coris	auricularis	1	68.8725	1.3775	2034.4803	Labridae
10dKR2-8	Austrolabrus	maculatus	1	90.1179	4.1036	2022.1802	Labridae
10dKR2-8	Notolabrus	parilus	1	222.0788	4.829	2628.1006	Labridae
10dKR2-8	Coris	auricularis	1	369.7488	47.9003	5890.3531	Labridae
10dKR2-8	Parma	mccullochi	1	229.0272	14.4511	5257.3452	Pomacentridae
10dKR2-8	Notolabrus	parilus	1	186.0773	6.3644	1968.7002	Labridae
10dKR2-9	Achoerodus	gouldii	1	894.0576	16.2543	5626.2425	Labridae
10dKR2-9	Coris	auricularis	1	99.6031	9.2708	2663.8794	Labridae
10dKR2-9	Coris	auricularis	1	74.659	10.0828	3114.0405	Labridae
10dKR2-9	Coris	auricularis	1	109.8175	11.806	3004.3168	Labridae
10dKR2-9	Dactylophora	nigricans	1	632.3562	17.4143	4692.2834	Cheilodactylidae
10dKR2-9	Kyphosus	cornelii	1	434.9027	23.1562	4042.532	Kyphosidae
10dKR2-9	Kyphosus	cornelii	1	381.2592	16.1615	3604.1414	Kyphosidae
10dKR2-9	Kyphosus	cornelii	1	265.0941	4.915	2450.9809	Kyphosidae
10dKR2-9	Dactylophora	nigricans	1	841.6715	18.5707	3881.4305	Cheilodactylidae
10dKR2-9	Coris	auricularis	1	348.697	11.0657	2820.0613	Labridae
10dKR2-9	Enoplosus	armatus	1	225.652	10.7317	4115.766	Enoplosidae
10dKR2-9	Enoplosus	armatus	2	192.2789	17.5278	3994.9597	Enoplosidae
10dKR2-9	Enoplosus	armatus	1	175.341	8.0687	4220.0264	Enoplosidae
10dKR2-9	Pempheris	klunzingeri	1	136.3544	6.8642	2478.4388	Pempheridae
10dKR2-9	Plectorhinchus	flavomaculatus	1	453.6222	7.8164	2307.4298	Haemulidae
10dKR2-9	Kyphosus	cornelii	1	307.893	7.4843	3204.1823	Kyphosidae
10dKR2-9	Parma	mccullochi	1	209.597	2.8884	3159.1585	Pomacentridae
10dKR2-9	Enoplosus	armatus	1	196.4463	14.4343	3803.6962	Enoplosidae
10dKR2-9	Enoplosus	armatus	2	194.5986	5.0637	3152.2063	Enoplosidae
10dKR2-9	Enoplosus	armatus	3	270.0865	13.9012	3122.1174	Enoplosidae
10dKR2-9	Enoplosus	armatus	4	156.4961	10.6966	3052.7	Enoplosidae
10dKR2-9	Enoplosus	armatus	1	181.9494	4.9509	2873.677	Enoplosidae
10dKR2-9	Enoplosus	armatus	2	218.5459	5.4279	2756.082	Enoplosidae
10dKR2-9	Enoplosus	armatus	3	218.8254	12.0369	2918.9219	Enoplosidae
10dKR2-9	Enoplosus	armatus	4	216.9953	9.871	3168.7986	Enoplosidae
10dKR2-10	Kyphosus	cornelii	1	331.7601	7.7161	3525.4643	Kyphosidae
10dKR2-10	Coris	auricularis	1	133.7342	2.9574	2031.8544	Labridae
10dKR2-10	Coris	auricularis	2	83.7588	0.9895	1648.7442	Labridae
10dKR2-10	Kyphosus	cornelii	1	343.3255	8.4081	3554.4065	Kyphosidae
10dKR2-10	Coris	auricularis	1	165.2998	14.3319	4020.2205	Labridae
10dKR2-10	Coris	auricularis	2	120.8032	25.2376	3974.5438	Labridae
10dKR2-10	Coris	auricularis	1	112.1897	16.5583	4561.4414	Labridae
10dKR2-10	Epinephelides	armatus	1	227.1179	10.0892	3907.4108	Serranidae
10dKR2-10	Kyphosus	cornelii	1	383.585	4.6229	2790.0045	Kyphosidae
10dKR2-10	Kyphosus	cornelii	1	351.4616	5.9108	3354.3684	Kyphosidae
10dKR2-10	Pempheris	klunzingeri	1	134.9487	9.5622	2553.3281	Pempheridae
10dKR2-10	Neatypus	obliquus	1	304.1601	5.5348	1892.6966	Scorpididae
10dKR2-10	Pseudolabrus	biserialis	1	147.5455	1.2142	1839.5822	Labridae
10dKR2-11	Kyphosus	cornelii	1	330.5035	8.5037	2476.3273	Kyphosidae
10dKR2-11	Kyphosus	cornelii	2	374.9089	2.0232	2238.9326	Kyphosidae
10dKR2-11	Kyphosus	cornelii	3	341.0612	8.0791	2308.3917	Kyphosidae
10dKR2-11	Parma	mccullochi	1	197.8504	7.3871	3322.7554	Pomacentridae
10dKR2-11	Kyphosus	cornelii	1	338.8195	3.1021	1996.8346	Kyphosidae
10dKR2-11	Enoplosus	armatus	1	212.6812	5.9419	2278.5878	Enoplosidae
10dKR2-11	Notolabrus	parilus	1	329.8503	13.9425	3811.405	Labridae
10dKR2-11	Parma	mccullochi	1	213.9817	6.5093	2927.6201	Pomacentridae
10dKR2-11	Kyphosus	cornelii	1	373.8508	5.4746	2002.9534	Kyphosidae
10dKR2-11	Kyphosus	sydneyanus	1	559.5131	5.8209	2113.4428	Kyphosidae
10dKR2-11	Parma	mccullochi	1	192.796	10.8314	3292.6672	Pomacentridae
10dKR2-11	Kyphosus	cornelii	1	358.205	7.0984	3572.0367	Kyphosidae
10dKR2-11	Kyphosus	cornelii	1	335.1884	4.6388	4338.2227	Kyphosidae
10dKR2-11	Coris	auricularis	1	162.4678	8.1075	3251.2182	Labridae
10dKR2-11	Seriola	lalandi	1	867.5665	13.4041	3798.7334	Carangidae
10dKR2-11	Seriola	lalandi	2	876.6647	3.8495	3121.5316	Carangidae
10dKR2-11	Kyphosus	sydneyanus	1	646.085	26.4054	5095.5246	Kyphosidae
10dKR2-11	Kyphosus	cornelii	1	352.3951	5.2232	3058.6259	Kyphosidae
10dKR2-11	Notolabrus	parilus	1	156.0338	4.3254	2023.904	Labridae
10dKR2-11	Parma	mccullochi	1	195.8207	6.3536	4304.9121	Pomacentridae
10dKR2-11	Kyphosus	sydneyanus	1	539.8514	5.0634	3844.1435	Kyphosidae
10dKR2-11	Coris	auricularis	1	76.2277	3.1178	2334.4345	Labridae
10dKR2-11	Coris	auricularis	1	97.0278	2.7127	2161.9967	Labridae
10dKR2-11	Kyphosus	cornelii	1	470.2772	33.4716	5031.378	Kyphosidae
10dKR2-11	Kyphosus	cornelii	1	259.2487	3.2574	2276.6886	Kyphosidae
10dKR2-11	Parma	mccullochi	1	178.9707	3.4015	2325.2371	Pomacentridae
10dKR2-11	Kyphosus	cornelii	1	363.3255	1.6776	2171.4824	Kyphosidae
10dKR2-12	Pseudocaranx	spp	1	271.5999	13.6619	4000.318	NA
10dKR2-12	Coris	auricularis	1	166.8807	4.4968	2906.2538	Labridae
10dKR2-12	Parma	mccullochi	1	244.8434	3.5438	1818.5288	Pomacentridae
10dKR2-12	Parma	mccullochi	1	193.8257	20.5762	5256.9787	Pomacentridae
10dKR2-12	Parma	mccullochi	1	180.0396	2.2416	3031.9238	Pomacentridae
10dKR2-12	Parma	mccullochi	1	232.292	4.7661	2691.336	Pomacentridae
10dKR2-12	Meuschenia	hippocrepis	1	298.2335	6.1084	4757.7308	Monacanthidae
10dKR2-12	Meuschenia	hippocrepis	1	338.2993	14.9675	3590.3821	Monacanthidae
10dKR2-12	Coris	auricularis	1	67.4964	3.8254	2327.2681	Labridae
10dKR2-12	Notolabrus	parilus	1	207.1511	7.1791	3150.1112	Labridae
10dKR2-12	Notolabrus	parilus	1	298.6827	8.3204	2277.4074	Labridae
10dKR2-12	Kyphosus	cornelii	1	262.2525	2.1425	1805.2207	Kyphosidae
10dKR2-12	Kyphosus	cornelii	1	405.7731	5.8914	2754.7177	Kyphosidae
10dKR2-12	Parma	mccullochi	1	241.8564	3.8762	1562.212	Pomacentridae
10dKR2-12	Kyphosus	cornelii	1	325.4836	7.2214	2839.5405	Kyphosidae
10dKR2-12	Notolabrus	parilus	1	226.9352	4.8074	1823.2463	Labridae
10dKR2-12	Parma	mccullochi	1	217.5111	3.2148	3000.8213	Pomacentridae
10dKR2-12	Kyphosus	cornelii	1	366.581	2.0145	2887.2795	Kyphosidae
10dKR2-12	Notolabrus	parilus	1	294.9616	12.9492	2907.3452	Labridae
10dKR2-12	Parma	mccullochi	1	233.6117	4.1216	1873.6756	Pomacentridae
10dPC1-1	Coris	auricularis	1	327.0619	5.3969	3255.455	Labridae
10dPC1-1	Coris	auricularis	1	273.9016	25.848	5527.6314	Labridae
10dPC1-1	Coris	auricularis	1	188.6521	14.3011	6698.6954	Labridae
10dPC1-1	Coris	auricularis	1	166.9451	3.2805	2460.264	Labridae
10dPC1-1	Trygonoptera	ovalis	1	433.9423	100.1724	9220.6301	Urolophidae
10dPC1-1	Coris	auricularis	1	150.7315	7.4906	3189.3109	Labridae
10dPC1-1	Trachinops	noarlungae	1	65.2897	10.4279	3274.4148	Plesiopidae
10dPC1-1	Trachinops	noarlungae	2	73.2885	13.0254	3275.8192	Plesiopidae
10dPC1-1	Trachinops	noarlungae	3	43.0646	3.0084	3223.0059	Plesiopidae
10dPC1-1	Notolabrus	parilus	1	242.9554	2.6541	2226.7734	Labridae
10dPC1-2	Pempheris	klunzingeri	1	77.4519	2.1608	2125.295	Pempheridae
10dPC1-2	Pempheris	klunzingeri	2	101.3551	4.8251	2343.7767	Pempheridae
10dPC1-2	Pempheris	klunzingeri	3	78.3203	3.3559	2515.0266	Pempheridae
10dPC1-2	Coris	auricularis	1	156.9296	1.2456	1806.561	Labridae
10dPC1-2	Coris	auricularis	2	127.7752	4.5429	3076.3885	Labridae
10dPC1-2	Coris	auricularis	3	130.0298	12.9988	3545.3122	Labridae
10dPC1-2	Coris	auricularis	1	221.9	12.5371	3329.2655	Labridae
10dPC1-2	Coris	auricularis	1	104.2444	7.8979	3122.7323	Labridae
10dPC1-2	Coris	auricularis	1	108.0986	4.2863	2530.7348	Labridae
10dPC1-2	Coris	auricularis	1	155.0837	6.9595	3387.6843	Labridae
10dPC1-2	Coris	auricularis	1	75.5449	7.552	2685.3043	Labridae
10dPC1-2	Austrolabrus	maculatus	1	76.327	4.1046	1813.2977	Labridae
10dPC1-3	Notolabrus	parilus	1	126.5811	2.6455	1952.7434	Labridae
10dPC1-4	Notolabrus	parilus	1	230.6028	3.4537	2995.7749	Labridae
10dPC1-4	Parma	mccullochi	1	185.5857	6.408	2664.4424	Pomacentridae
10dPC1-5	Upeneichthys	vlamingii	1	161.6471	2.3413	2218.0641	Mullidae
10dPC1-5	Coris	auricularis	1	190.7496	10.8506	3237.4218	Labridae
10dPC1-5	Coris	auricularis	2	147.571	19.7208	5041.6619	Labridae
10dPC1-5	Coris	auricularis	3	140.6158	17.139	4313.3245	Labridae
10dPC1-5	Coris	auricularis	1	126.4565	7.7059	2607.1553	Labridae
10dPC1-5	Coris	auricularis	2	141.3969	4.9489	2205.3555	Labridae
10dPC1-5	Coris	auricularis	3	141.4796	6.8213	2873.5154000000002	Labridae
10dPC1-5	Coris	auricularis	4	143.3775	16.4616	3909.2835	Labridae
10dPC1-5	Austrolabrus	maculatus	1	103.4185	3.4521	2218.4761	Labridae
10dPC1-5	Austrolabrus	maculatus	2	135.5911	3.8165	2520.8414	Labridae
10dPC1-5	Austrolabrus	maculatus	1	83.0982	1.9767	1883.6406	Labridae
10dPC1-5	Kyphosus	cornelii	1	356.3286	2.3625	2958.474	Kyphosidae
10dPC1-6	Scorpis	georgiana	1	359.7941	3.1364	1757.2368	Scorpididae
10dPC1-6	Trachinops	noarlungae	1	46.8567	2.4127	1785.6299	Plesiopidae
10dPC1-6	Trachinops	noarlungae	2	68.247	4.2243	1894.5348	Plesiopidae
10dPC1-6	Trachinops	noarlungae	3	67.1265	9.0284	2712.2205	Plesiopidae
10dPC1-6	Trachinops	noarlungae	1	192.1742	5.2007	2912.557	Plesiopidae
10dPC1-6	Coris	auricularis	1	74.5359	1.0581	1583.9912	Labridae
10dPC1-6	Coris	auricularis	1	75.6882	5.2275	2174.2344	Labridae
10dPC1-6	Coris	auricularis	1	59.7129	3.6616	2230.1724	Labridae
10dPC1-6	Coris	auricularis	1	105.7133	1.8356	1871.5566	Labridae
10dPC1-6	Coris	auricularis	1	78.7329	1.29	1784.692	Labridae
10dPC1-6	Coris	auricularis	1	62.035	1.4002	2001.0658	Labridae
10dPC1-8	Parma	mccullochi	1	211.4166	5.5089	2918.83	Pomacentridae
10dPC1-8	Parma	mccullochi	1	188.9364	3.6136	3123.9672	Pomacentridae
10dPC1-9	Parma	mccullochi	1	215.1258	2.8225	1743.6092	Pomacentridae
10dPC1-9	Coris	auricularis	1	131.7414	5.1491	2012	Labridae
10dPC1-9	Coris	auricularis	1	310.568	40.2179	5868.7879	Labridae
10dPC1-9	Coris	auricularis	1	77.2441	6.944	4248.5462	Labridae
10dPC1-9	Coris	auricularis	1	166.4889	2.332	2131.7471	Labridae
10dPC1-10	Coris	auricularis	1	116.4351	1.1916	1887.7894	Labridae
10dPC1-11	Scorpis	georgiana	1	341.3306	1.4758	1897.2721	Scorpididae
10dPC1-11	Coris	auricularis	1	343.8424	8.8683	2739.0086	Labridae
10dPC1-11	Parma	mccullochi	1	164.726	5.2781	2590.0064	Pomacentridae
10dPC1-11	Coris	auricularis	1	347.7671	6.3212	4167.1956	Labridae
10dPC1-11	Scorpis	georgiana	1	371.9797	31.1208	7295.2672	Scorpididae
10dPC1-11	Coris	auricularis	1	129.8153	4.3305	3328.2338	Labridae
10dPC1-11	Coris	auricularis	2	138.9438	17.9482	3791.1582	Labridae
10dPC1-11	Coris	auricularis	3	119.0061	2.8102	3348.611	Labridae
10dPC1-11	Parupeneus	spilurus	1	139.8098	4.2193	2592.4584	Mullidae
10dPC1-11	Coris	auricularis	1	172.5367	5.7253	2268.3701	Labridae
10dPC1-11	Coris	auricularis	1	154.2243	5.6401	3018.3232	Labridae
10dPC1-11	Coris	auricularis	2	225.1675	12.869	4212.6878	Labridae
10dPC1-11	Coris	auricularis	3	100.9576	3.7395	3247.86	Labridae
10dPC1-11	Coris	auricularis	1	143.6472	11.6899	3042.8169	Labridae
10dPC1-11	Coris	auricularis	1	153.0435	3.3169	2480.9294	Labridae
10dPC1-11	Coris	auricularis	1	144.9234	2.8161	3307.7414	Labridae
10dPC1-11	Coris	auricularis	1	79.2415	11.2646	5118.4969	Labridae
10dPC1-11	Coris	auricularis	1	159.0718	13.883	5972.3434	Labridae
10dPC1-12	Parma	mccullochi	1	228.1468	8.0934	4147.2012	Pomacentridae
10dPC1-12	Coris	auricularis	1	355.1488	19.7729	4339.7763	Labridae
10dPC1-12	Coris	auricularis	1	88.8224	0.9905	1277.3559	Labridae
10dPC1-12	Pempheris	klunzingeri	1	127.3541	9.2961	3917.7667	Pempheridae
10dPC1-12	Notolabrus	parilus	1	163.4823	6.3838	2492.34	Labridae
10dPC2-1	Coris	auricularis	1	371.8639	4.1263	2161.2162	Labridae
10dPC2-1	Kyphosus	cornelii	1	397.5812	10.6115	3458.9123	Kyphosidae
10dPC2-1	Coris	auricularis	1	74.1945	2.1677	2045.741	Labridae
10dPC2-1	Coris	auricularis	2	71.9204	2.5173	1682.9166	Labridae
10dPC2-1	Coris	auricularis	3	83.3195	3.8245	2933.9912	Labridae
10dPC2-1	Coris	auricularis	4	75.4502	2.6173	2412.5431	Labridae
10dPC2-1	Coris	auricularis	1	131.5102	4.5742	1983.0612	Labridae
10dPC2-1	Coris	auricularis	2	85.0226	1.88	1729.6017	Labridae
10dPC2-1	Coris	auricularis	3	77.3728	2.9865	1928.4743	Labridae
10dPC2-1	Coris	auricularis	1	131.527	5.0772	2270.1804	Labridae
10dPC2-1	Coris	auricularis	1	84.0632	5.0113	2076.4817	Labridae
10dPC2-1	Notolabrus	parilus	1	292.5791	2.979	1588.7996	Labridae
10dPC2-1	Trachinops	brauni	1	54.1189	1.5579	1703.95	Plesiopidae
10dPC2-1	Trachinops	brauni	2	28.7509	1.6485	1747.0825	Plesiopidae
10dPC2-1	Trachinops	brauni	3	37.2426	2.1653	1801.1086	Plesiopidae
10dPC2-1	Trachinops	brauni	4	29.2182	2.0708	1708.1638	Plesiopidae
10dPC2-1	Trachinops	brauni	5	40.1171	2.3759	1799.386	Plesiopidae
10dPC2-1	Notolabrus	parilus	1	247.7763	7.255	2428.5795	Labridae
10dPC2-1	Notolabrus	parilus	1	83.8553	1.2841	1454.5971	Labridae
10dPC2-2	Upeneichthys	vlamingii	1	213.9052	20.1532	4532.9941	Mullidae
10dPC2-2	Trygonoptera	ovalis	1	314.6741	8.9052	3042.9209	Urolophidae
10dPC2-2	Olisthops	cyanomelas	1	272.3615	6.4372	3559.2657	Odacidae
10dPC2-2	Notolabrus	parilus	1	91.1866	2.4993	2349.5561	Labridae
10dPC2-2	Notolabrus	parilus	2	78.1158	2.1271	2270.0377	Labridae
10dPC2-2	Notolabrus	parilus	1	89.267	4.5984	2493.942	Labridae
10dPC2-2	Parma	mccullochi	1	204.1282	8.2149	2946.7202	Pomacentridae
10dPC2-3	Coris	auricularis	1	97.9625	1.1966	1837.7423	Labridae
10dPC2-3	Siphonognathus	sp	1	56.5726	2.7586	3990.8257	Labridae
10dPC2-3	Siphonognathus	sp	2	96.8389	2.8219	3111.7178	Labridae
10dPC2-3	Siphonognathus	sp	1	101.8136	5.5261	3435.1815	Labridae
10dPC2-3	Coris	auricularis	1	172.0086	9.1881	3509.3431	Labridae
10dPC2-3	Coris	auricularis	1	182.5444	3.7	2692.7566	Labridae
10dPC2-3	Coris	auricularis	2	116.3246	4.2415	2293.0203	Labridae
10dPC2-3	Coris	auricularis	3	247.4558	17.0982	3614.7279	Labridae
10dPC2-3	Coris	auricularis	4	158.0174	9.9363	3116.6756	Labridae
10dPC2-3	Coris	auricularis	5	160.3901	6.2447	2318.1926	Labridae
10dPC2-3	Coris	auricularis	6	118.1052	7.7593	2586.7676	Labridae
10dPC2-3	Upeneichthys	vlamingii	1	189.2714	2.6991	2153.4121	Mullidae
10dPC2-3	Coris	auricularis	1	152.8723	18.7527	4045.2838	Labridae
10dPC2-3	Notolabrus	parilus	1	148.938	7.875	2446.687	Labridae
10dPC2-3	Coris	auricularis	1	173.8178	5.4546	2166.0763	Labridae
10dPC2-3	Coris	auricularis	1	112.4441	5.6914	2304.2779	Labridae
10dPC2-3	Coris	auricularis	1	82.1052	2.3927	2425.2447	Labridae
10dPC2-3	Bathytoshia	brevicaudata	1	1358.3957	3.8787	2703.8652	Dasyatidae
10dPC2-4	Coris	auricularis	1	181.5363	13.0489	3081.3067	Labridae
10dPC2-4	Coris	auricularis	1	113.1874	5.5491	2952.8493	Labridae
10dPC2-4	Scorpis	georgiana	1	383.7573	6.1976	4270.3852	Scorpididae
10dPC2-4	Pempheris	klunzingeri	1	96.9067	4.3966	3039.5371	Pempheridae
10dPC2-4	Pempheris	klunzingeri	2	102.7222	9.9852	3178.2166	Pempheridae
10dPC2-4	Pempheris	klunzingeri	1	99.2829	8.4387	3190.5136	Pempheridae
10dPC2-4	Pempheris	klunzingeri	2	113.3725	5.3643	2455.3525	Pempheridae
10dPC2-4	Coris	auricularis	1	154.5653	6.4241	2455.8936	Labridae
10dPC2-4	Coris	auricularis	2	134.1066	6.6325	2913.9813	Labridae
10dPC2-4	Parma	mccullochi	1	192.8541	3.6372	1966.429	Pomacentridae
10dPC2-4	Parma	mccullochi	1	193.5787	18.9343	4642.1269	Pomacentridae
10dPC2-5	Parma	mccullochi	1	241.0658	3.4945	1975.499	Pomacentridae
10dPC2-5	Notolabrus	parilus	1	145.9094	2.8099	2866.9443	Labridae
10dPC2-5	Coris	auricularis	1	87.86	1.249	1669.5773	Labridae
10dPC2-5	Kyphosus	cornelii	1	483.6195	64.4352	8861.0961	Kyphosidae
10dPC2-5	Parma	mccullochi	1	221.5989	3.2243	2439.5427	Pomacentridae
10dPC2-5	Parma	mccullochi	1	251.9663	1.8968	2397.5499	Pomacentridae
10dPC2-5	Parma	mccullochi	1	227.7643	2.4201	2424.4988	Pomacentridae
10dPC2-5	Parma	mccullochi	1	247.3568	5.7215	2919.2073	Pomacentridae
10dPC2-5	Parma	mccullochi	1	189.596	5.0027	3112.2754	Pomacentridae
10dPC2-5	Notolabrus	parilus	1	86.6159	3.9272	1888.6523	Labridae
10dPC2-6	Olisthops	cyanomelas	1	266.7599	1.7768	1653.818	Odacidae
10dPC2-6	Parma	mccullochi	1	162.637	1.9913	1643.1466	Pomacentridae
10dPC2-6	Trachinops	brauni	1	59.1372	2.3611	1685.2624	Plesiopidae
10dPC2-6	Trachinops	brauni	2	59.7151	2.412	1632.3866	Plesiopidae
10dPC2-6	Trachinops	brauni	3	53.5873	1.4109	1582.6285	Plesiopidae
10dPC2-6	Trachinops	brauni	4	54.8081	1.1222	1549.9947	Plesiopidae
10dPC2-6	Olisthops	cyanomelas	1	224.5074	6.5999	2602.0314	Odacidae
10dPC2-7	Schuettea	woodwardi	1	161.7087	1.4428	1970.5541	Monodactylidae
10dPC2-7	Parma	mccullochi	1	231.8467	11.5299	7593.4202	Pomacentridae
10dPC2-8	Trachinops	brauni	1	64.7404	0.7895	1206.8812	Plesiopidae
10dPC2-9	Coris	auricularis	1	153.2592	16.419	3665.4729	Labridae
10dPC2-9	Coris	auricularis	1	312.2562	6.3181	5839.2898	Labridae
10dPC2-9	Parma	mccullochi	1	189.1366	8.2522	2567.4439	Pomacentridae
10dPC2-9	Coris	auricularis	1	248.75	20.7539	4824.0716	Labridae
10dPC2-9	Coris	auricularis	1	171.3739	39.7364	6237.0002	Labridae
10dPC2-9	Coris	auricularis	1	183.9475	18.0417	5256.4448	Labridae
10dPC2-9	Trachinops	brauni	1	72.9021	1.7592	2271.1809	Plesiopidae
10dPC2-9	Trachinops	brauni	2	53.4019	5.9335	2167.0967	Plesiopidae
10dPC2-9	Trachinops	brauni	3	61.5435	1.3955	1987.7809	Plesiopidae
10dPC2-9	Trachinops	brauni	4	92.3048	5.6611	3114.7427	Plesiopidae
10dPC2-9	Coris	auricularis	1	149.025	14.4289	3718.6713	Labridae
10dPC2-9	Coris	auricularis	1	176.7378	4.5199	4338.6225	Labridae
10dPC2-9	Neatypus	obliquus	1	130.2486	3.7371	2480.9581	Scorpididae
10dPC2-10	Austrolabrus	maculatus	1	129.525	2.9118	1522.8144	Labridae
10dPC2-10	Parma	mccullochi	1	219.2017	1.1954	1626.4245	Pomacentridae
10dPC2-10	Notolabrus	parilus	1	198.3867	5.0098	2689.2786	Labridae
10dPC2-10	Siphonognathus	sp	1	106.4621	13.7596	4556.6439	Labridae
10dPC2-11	Siphonognathus	sp	1	94.7932	3.1071	1722.2133	Labridae
10dPC2-12	Coris	auricularis	1	326.7251	22.5953	5409.1741	Labridae
10dPC2-12	Coris	auricularis	2	645.5787	109.6559	8742.0046	Labridae
10dPC2-12	Coris	auricularis	1	59.3456	3.5297	2384.0392	Labridae
10dPC2-12	Chelmonops	curiosus	1	151.7092	1.3567	2025.8061	Chaetodontidae
10dPC2-12	Austrolabrus	maculatus	1	150.345	5.9627	2937.4022	Labridae
10dPC2-12	Chromis	klunzingeri	1	73.2912	11.6117	3353.7803	Pomacentridae
10dPC2-12	Coris	auricularis	1	373.9945	2.8332	1964.6774	Labridae
10dPC2-12	Parma	mccullochi	1	182.8721	2.0264	1898.2731	Pomacentridae
10dPC2-12	Kyphosus	cornelii	1	296.6272	4.1125	2626.7618	Kyphosidae
10dPC2-12	Scorpis	georgiana	1	326.9986	5.5308	2528.2065	Scorpididae
10dPC3-1	Kyphosus	cornelii	1	326.6359	7.393	3441.6952	Kyphosidae
10dPC3-1	Kyphosus	cornelii	1	259.8418	11.8307	3233.4787	Kyphosidae
10dPC3-1	Kyphosus	cornelii	1	340.8865	33.3636	5613.2682	Kyphosidae
10dPC3-1	Kyphosus	cornelii	1	337.3606	9.598	4017.8767	Kyphosidae
10dPC3-1	Parma	mccullochi	1	297.2963	29.0798	4251.7824	Pomacentridae
10dPC3-1	Notolabrus	parilus	1	190.7873	5.3401	2337.5914	Labridae
