Sample,Date,Time,Time.out,Depth,Location,Site,Status,Latitude,Longitude,Inc_prob,Exclude,Deployment.notes,Waypoint,Left.mem.card,Right.mem.card,Left.cam,Right.cam,Field.notes,Raw.hdd.number,Con.hdd.number,Observer,Maxn.complete.yyyymmdd,Maxn.checker,Successful.count,Length.analyst,Length.complete.date.yyyymmdd,Successful.length,Habitat.image.forward,Highlight Videos,FIsh images,Representative Videos,Analysis.notes,Area
22_2,20210908,07:57:00,,161,Freycinet AMP,22,VI,-41.9166071,148.6137115,0.288902998,,,,,,,,,,,Ashlee B,,,Yes,,,Yes,Yes,Yes,Yes,Yes,hypoplectrodes sp (NSW),IUCN VI Canyon
22_3,20210908,07:48:00,,170,Freycinet AMP,22,VI,-41.91869169,148.6146471,0.288902998,,,,,,,,,,,Ashlee B,,,Yes,,,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
22_4,20210908,07:36:00,,161,Freycinet AMP,22,VI,-41.92179732,148.6152932,0.288902998,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,"Check school of sandpaper fish? seal and other cool fish sp, half banded seaperch Hypoplectrodes SP NSW)? melbourne skate video is cool!!",IUCN VI Canyon
24_1,20210905,13:03:00,,164,Freycinet AMP,24,IV,-42.17512247,148.5764613,0.349444985,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,percoides galore,IUCN IV Canyon
25_2,20210824,14:27:00,,73,Freycinet AMP,25,VI,-41.90089795,148.4497607,0.345633,,,,,,,,,,,NFH,,,Yes,,,No,Yes,Yes,Yes,Yes,CAM tilted - Cool video with many diff fish sp.  - hard to measure,Joes reef
25_3,20210824,14:24:00,,78,Freycinet AMP,25,VI,-41.89946645,148.449005,0.345633,,,,,,,,,,,NFH,,,Yes,,,No,Yes,Yes,Yes,Yes,RIGHT CAM ONLY- no measurements - melbourne skate,Joes reef
25_4,20210824,14:02:00,,78,Freycinet AMP,25,VI,-41.89928028,148.449483,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,many difff fish species - cool vid,Joes reef
25_5,20210824,14:31:00,,65,Freycinet AMP,25,VI,-41.90105671,148.4514521,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,CAM facing down - hard to measure - Scorpaena Papillosa,Joes reef
25_6,20210824,14:12:00,,75,Freycinet AMP,25,VI,-41.89959779,148.4528657,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,many difff fish species - cod eating percoides BT 8-10 mins,Joes reef
27_1,20210828,09:29:00,,64,Freycinet North,27,Fished,-41.68233579,148.4112021,0.00160957,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,"silverbelly, Melbourne Skate, Grey Morwong in extra",North Reference
27_2,20210828,09:39:00,,67,Freycinet North,27,Fished,-41.67920038,148.4171406,0.00160957,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,"Goatfish, Trumpeter",North Reference
27_3,20210828,09:26:00,,65,Freycinet North,27,Fished,-41.68428132,148.4141282,0.00160957,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,"Silverbelly, scaber galore",North Reference
27_5,20210828,09:36:00,,66,Freycinet North,27,Fished,-41.68133333,148.4152,0.00160957,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,"Trumpeters, Melbourne Skate  BT 40-45mins, Gunns leatherjacket",North Reference
30_1,20210916,13:51:00,,64,Freycinet AMP,30,VI,-41.89997624,148.4514277,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,"SEAL@ 42s - beautiful reefs, lotella & many other sp",Joes reef
30_2,20210916,13:54:00,,74,Freycinet AMP,30,VI,-41.89944819,148.4504513,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,"Bluetail Leatherjacket (range extension) - Interesting colours, Maclaeyi, bachus galore",Joes reef
30_3,20210916,13:58:00,,67,Freycinet AMP,30,VI,-41.90088577,148.4507249,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,Many different sp. ,Joes reef
30_4,20210916,14:00:00,,81,Freycinet AMP,30,VI,-41.89887747,148.4528494,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,"SEAL, scorpaena papillosa, many macropterus/percoides",Joes reef
30_5,20210916,14:08:00,,68,Freycinet AMP,30,VI,-41.90036076,148.4495075,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,CAMERA FACING UP - Many different sp. (Seal in Extra),Joes reef
30_6,20210916,14:16:00,,70,Freycinet AMP,30,VI,-41.89906975,148.4518893,0.345633,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,Papillosa? Many different sp. seal - beautiful sponges,Joes reef
31_1,20210914,07:46:00,,142,Freycinet AMP,31,VI,-41.83729833,148.5923317,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,"many macropterus, pulchella ",IUCN VI Canyon
33_4,20210914,12:15:00,,147,Freycinet AMP,33,VI,-41.884515,148.6020033,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No,Yes,Yes,"crayfishes, school of clupeidae (more macropterus in extra) ",IUCN VI Canyon
33_5,20210914,12:02:00,,145,Freycinet AMP,33,VI,-41.88759833,148.602645,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No,Yes,Yes,"bachus galore, bastard trumpeter, many pulchellas  (many fishes in extra)",IUCN VI Canyon
34_2,20210914,13:54:00,,145,Freycinet AMP,34,VI,-41.91858333,148.61356,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,so many fishes in this video!!! ,IUCN VI Canyon
34_5,20210914,15:41:00,,164,Freycinet AMP,34,VI,-41.9222,148.6154317,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Hard to measure - SOOOOOOOO many macropterus and other fish sp. melbourne skate - so hard to measure fishes in front of the CAM - COOL VIDEO OF SKATE,IUCN VI Canyon
36_1,20210915,07:41:00,,64,Freycinet North,36,Fished,-41.68308333,148.411755,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,So many fishes in this video!!! - ,North Reference
36_2,20210915,07:48:00,,64,Freycinet North,36,Fished,-41.682185,148.4125617,0,,,,,,,,,,,NFH,,,Yes,,,No,Yes,No ,Yes,Yes,"No left CAM - no measurements - many percoides, degeni",North Reference
36_3,20210915,07:53:00,,65,Freycinet North,36,Fished,-41.68141667,148.4147617,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,No ,Yes,Yes,many macropterus and other fish species,North Reference
36_4,20210915,07:56:00,,66,Freycinet North,36,Fished,-41.68260167,148.4151317,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,"soooooo many fishes, grey morwong @ 9mins and @42mins (2 grey morwongs) ",North Reference
36_5,20210915,08:00:00,,66,Freycinet North,36,Fished,-41.68118333,148.4175067,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,"CAM tilted soooooo many fishes - Bulleyes ID, seapike (ID)  hard to measure , some not measured or some just being multiplied ",North Reference
36_6,20210915,08:04:00,,65,Freycinet North,36,Fished,-41.68011833,148.4151017,0,,,,,,,,,,,NFH,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Freycineti leatherjacket - sooooo many fishes - cool video and beautiful spongesss!!! lotella phycis perocides bastard splendid perch,North Reference
37_1,20210915,09:28:00,,56,Freycinet North,37,Fished,-41.7047,148.3968117,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No,Yes,Yes,na,North Reference
37_2,20210915,09:03:00,,56,Freycinet North,37,Fished,-41.702965,148.3971533,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No,Yes,Yes,na,North Reference
37_3,20210915,09:35:00,,58,Freycinet North,37,Fished,-41.70114833,148.3985183,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No,Yes,Yes,"some bachus with big wounds, goatfish ",North Reference
37_4,20210915,09:39:00,,58,Freycinet North,37,Fished,-41.70021667,148.3982867,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No,Yes,Yes,redfish,North Reference
37_5,20210915,09:42:00,,57,Freycinet North,37,Fished,-41.700985,148.3957733,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No,Yes,Yes,grey/blue morwong,North Reference
37_6,20210915,09:45:00,,56,Freycinet North,37,Fished,-41.70295167,148.3946117,0,,,,,,,,,,,Ashlee,,,Yes,,,No,Yes,No,Yes,Yes,"RIGHT CAM ONLY, grey/blue morwong",North Reference
40_4,20210915,15:25:00,,73,Freycinet AMP,40,VI,-41.829265,148.4564517,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No,Yes,Yes,really fat seal at maxn,IUCN VI Patch reef
40_6,20210915,15:34:00,,76,Freycinet AMP,40,VI,-41.83331667,148.4581467,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No,Yes,Yes,ma just heap macropterus,IUCN VI Patch reef
75_3,20211012,07:46:00,,143,Freycinet AMP,75,VI,-41.85996111,148.5974611,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
76_2,20211012,07:51:00,,143,Freycinet AMP,76,VI,-41.86085556,148.5977528,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
76_3,20211012,07:55:00,,147,Freycinet AMP,76,VI,-41.86208611,148.5984444,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No ,Yes,Yes,trawler rope debris can be seen closer towards end,IUCN VI Canyon
77_2,20211012,08:04:00,,150,Freycinet AMP,77,VI,-41.864725,148.6008222,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
78_1,20211012,09:40:00,,160,Freycinet AMP,78,VI,-41.86416111,148.6006611,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No ,Yes,Yes,nadda,IUCN VI Canyon
80_2,20211012,13:49:00,,158,Freycinet AMP,80,VI,-41.861085,148.5980833,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,Yes,Yes,Yes,nadda,IUCN VI Canyon
80_3,20211012,13:44:00,,156,Freycinet AMP,80,VI,-41.85938333,148.5974683,0,,,,,,,,,,,Ashlee,,,Yes,,,Yes,Yes,No ,Yes,Yes,landed at the bottom of a decnt cliff,IUCN VI Canyon
