"campaignid","opcode","family","genus","species","length_mm","number","range","rms","precision","code"
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,7733.40214,1.38805,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,7188.51258,1.91388,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,7844.90462,1.85689,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,7828.69348,5.02354,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,7851.68537,2.86966,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,7956.99345,5.43693,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,7738.49492,3.12541,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,8352.957,4.29726,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,8219.53733,0.8382,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,8191.52444,3.79372,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,7870.8323,5.50719,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Decapterus","spp",NA,1,8170.54606,3.83352,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Carangidae","Turrum","fulvoguttatum",569.15968,1,2721.1007,4.47901,4.09613,37337037
"2022-05_PtCloates_stereo-BRUVS",41,"Echeneidae","Echeneis","naucrates",141.68877,1,1400.21873,1.70266,1.72172,37336001
"2022-05_PtCloates_stereo-BRUVS",41,"Lethrinidae","Gymnocranius","euanus",434.9458,1,2140.34026,2.44731,2.78092,37351022
"2022-05_PtCloates_stereo-BRUVS",41,"Lethrinidae","Gymnocranius","euanus",279.12675,1,2714.88593,2.5832,5.78151,37351022
"2022-05_PtCloates_stereo-BRUVS",41,"Lethrinidae","Gymnocranius","sp1",330.54987,1,2103.38317,2.00184,3.58839,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Lethrinidae","Gymnocranius","sp1",315.52271,1,1393.61732,0.93685,1.33852,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Lethrinidae","Gymnocranius","sp1",285.23037,1,1768.31169,0.69597,1.59179,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Lethrinidae","Lethrinus","rubrioperculatus",322.09802,1,1461.90489,2.38242,1.31142,37351012
"2022-05_PtCloates_stereo-BRUVS",41,"Lethrinidae","Lethrinus","rubrioperculatus",360.00535,1,1485.38985,2.86281,3.06024,37351012
"2022-05_PtCloates_stereo-BRUVS",41,"Lutjanidae","Pristipomoides","sp1",NA,1,5404.36028,1.50113,NA,NA
"2022-05_PtCloates_stereo-BRUVS",41,"Pinguipedidae","Parapercis","nebulosa",53.0988,1,1465.10621,2.06534,1.87962,37390005
"2022-05_PtCloates_stereo-BRUVS",41,"Serranidae","Epinephelus","tukula",1106.02054,1,1566.8076,4.40103,2.3839,37311068
"2022-05_PtCloates_stereo-BRUVS",41,"Sparidae","Argyrops","spinifer",330.9455,1,1450.8898,0.97142,1.68772,37353006
"2022-05_PtCloates_stereo-BRUVS",41,"Sparidae","Argyrops","spinifer",332.94717,1,1542.10238,0.91584,1.18316,37353006
"2022-05_PtCloates_stereo-BRUVS",42,"Balistidae","Abalistes","filamentosus",362.91709,1,1627.90454,6.75891,1.70123,37465089
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",294.59742,1,2576.02458,15.58962,2.59594,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",326.3729,1,2120.06486,13.80743,4.25214,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",330.89481,1,2399.67966,16.54319,6.26156,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",284.71956,1,2139.98167,13.65719,4.47843,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",298.13421,1,1956.98724,10.21406,4.03681,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",330.05935,1,2608.002,14.70009,11.21795,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",343.33248,1,2631.86178,13.29663,4.22406,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",306.25897,1,2027.3926,9.82818,4.41264,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",274.48104,1,2124.4709,13.13666,3.30256,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",278.69055,1,1720.06321,7.80101,3.90855,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",NA,1,2818.98329,8.14932,NA,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",NA,1,1966.12265,10.43937,NA,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Decapterus","spp",NA,1,4852.89518,12.86314,NA,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Platycaranx","chrysophrys",344.91239,1,3204.60219,1.02798,9.41627,37337011
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Turrum","gymnostethus",345.01904,1,3579.91365,12.52446,8.36332,37337022
"2022-05_PtCloates_stereo-BRUVS",42,"Carangidae","Turrum","gymnostethus",337.57311,1,3978.155,7.17757,11.09744,37337022
"2022-05_PtCloates_stereo-BRUVS",42,"Lethrinidae","Gymnocranius","sp1",371.44416,1,1883.77731,4.21802,2.89362,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lethrinidae","Gymnocranius","sp1",368.71883,1,2173.19957,5.87694,3.81266,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lethrinidae","Gymnocranius","sp1",438.34012,1,2341.89054,3.40132,4.41391,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lethrinidae","Lethrinus","rubrioperculatus",355.17,1,1561.66481,6.06909,2.34201,37351012
"2022-05_PtCloates_stereo-BRUVS",42,"Lutjanidae","Pristipomoides","sp1",481.05602,1,1059.03461,3.29393,1.197,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lutjanidae","Pristipomoides","sp1",433.12683,1,3741.9873,3.06639,10.85311,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lutjanidae","Pristipomoides","sp1",499.22886,1,2579.85041,4.99374,5.13204,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lutjanidae","Pristipomoides","sp1",534.05478,1,3968.73532,12.81188,5.38527,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lutjanidae","Pristipomoides","sp1",454.54162,1,910.09757,0.90225,0.86376,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lutjanidae","Pristipomoides","sp1",508.73877,1,3268.25952,10.94299,12.04565,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lutjanidae","Pristipomoides","sp1",508.7988,1,1724.5582,5.70992,2.6423,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Lutjanidae","Pristipomoides","sp1",561.40468,1,1485.85925,2.91549,3.30217,NA
"2022-05_PtCloates_stereo-BRUVS",42,"Sparidae","Argyrops","spinifer",313.27492,1,1972.70139,1.52732,3.45179,37353006
"2022-05_PtCloates_stereo-BRUVS",42,"Sparidae","Argyrops","spinifer",288.31099,1,1510.27544,3.14401,1.16728,37353006
"2022-05_PtCloates_stereo-BRUVS",42,"Sparidae","Argyrops","spinifer",295.72565,1,2380.63948,5.25135,4.25645,37353006
"2022-05_PtCloates_stereo-BRUVS",42,"Sparidae","Argyrops","spinifer",318.59757,1,1286.77456,2.0915,1.15591,37353006
"2022-05_PtCloates_stereo-BRUVS",42,"Sparidae","Argyrops","spinifer",327.883,1,2871.7009,2.24924,5.97956,37353006
"2022-05_PtCloates_stereo-BRUVS",42,"Sparidae","Argyrops","spinifer",290.90923,1,1889.49954,2.96814,3.65491,37353006
"2022-05_PtCloates_stereo-BRUVS",42,"Sparidae","Argyrops","spinifer",307.40952,1,2707.30959,4.06482,4.95212,37353006
"2022-05_PtCloates_stereo-BRUVS",42,"Sparidae","Argyrops","spinifer",316.72528,1,1439.71709,0.63859,1.38056,37353006
"2022-05_PtCloates_stereo-BRUVS",43,"Balistidae","Abalistes","filamentosus",323.93327,1,1293.74858,2.05968,1.31137,37465089
"2022-05_PtCloates_stereo-BRUVS",43,"Balistidae","Pseudobalistes","fuscus",412.08405,1,1716.93611,1.07222,1.47101,37465027
"2022-05_PtCloates_stereo-BRUVS",43,"Carangidae","Platycaranx","chrysophrys",430.909,1,3643.40126,1.90606,14.88753,37337011
"2022-05_PtCloates_stereo-BRUVS",43,"Carangidae","Turrum","fulvoguttatum",397.04563,1,2973.25598,12.73506,12.70225,37337037
"2022-05_PtCloates_stereo-BRUVS",43,"Carangidae","Turrum","fulvoguttatum",281.78078,1,3407.57867,5.85257,5.44359,37337037
"2022-05_PtCloates_stereo-BRUVS",43,"Carangidae","Turrum","fulvoguttatum",662.3361,1,4046.867,6.96936,29.5688,37337037
"2022-05_PtCloates_stereo-BRUVS",43,"Carangidae","Turrum","fulvoguttatum",NA,1,3247.46447,8.14005,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",43,"Carangidae","Turrum","fulvoguttatum",NA,1,4203.85003,7.84339,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",43,"Carangidae","Turrum","fulvoguttatum",NA,1,6007.83495,2.73117,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",43,"Carcharhinidae","Loxodon","macrorhinus",564.65574,1,1883.43639,3.07035,3.20102,37018005
"2022-05_PtCloates_stereo-BRUVS",43,"Haemulidae","Diagramma","pictum",560.24119,1,1408.46367,3.41727,1.60518,37350003
"2022-05_PtCloates_stereo-BRUVS",43,"Labridae","Bodianus","solatus",389.23654,1,2449.51731,0.69983,2.79675,37384201
"2022-05_PtCloates_stereo-BRUVS",43,"Labridae","Bodianus","solatus",330.93288,1,2455.37849,1.32969,6.21406,37384201
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Gymnocranius","sp1",437.39777,1,3510.57885,3.20011,15.88894,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Gymnocranius","sp1",427.53877,1,2223.78341,2.90382,5.7044,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Gymnocranius","sp1",424.00883,1,3735.79834,7.78207,22.51271,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Gymnocranius","sp1",382.24887,1,2629.84708,4.27782,6.68797,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Gymnocranius","sp1",307.99657,1,3313.36985,3.23793,7.48756,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Gymnocranius","sp1",340.00633,1,1724.12238,2.49307,3.53795,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Gymnocranius","sp1",NA,1,3131.81995,2.58586,NA,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Lethrinus","miniatus",410.51354,1,1623.16264,1.94061,2.72117,37351009
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Lethrinus","rubrioperculatus",259.32915,1,1947.87764,4.24452,3.82527,37351012
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Lethrinus","rubrioperculatus",334.07768,1,1979.22046,3.33798,5.99762,37351012
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Lethrinus","rubrioperculatus",331.1502,1,1161.89877,3.34038,1.16012,37351012
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Lethrinus","rubrioperculatus",317.09989,1,1198.03004,3.13431,1.4435,37351012
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Lethrinus","rubrioperculatus",328.95483,1,1496.79151,3.96975,3.67448,37351012
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Lethrinus","rubrioperculatus",297.74569,1,1762.60276,2.36029,2.79929,37351012
"2022-05_PtCloates_stereo-BRUVS",43,"Lethrinidae","Lethrinus","rubrioperculatus",NA,1,1676.95355,0.14899,NA,37351012
"2022-05_PtCloates_stereo-BRUVS",43,"Lutjanidae","Pristipomoides","sp1",450.24495,1,1844.67327,1.14353,2.57073,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Lutjanidae","Pristipomoides","sp1",458.76818,1,2296.62554,0.59253,4.16233,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Mullidae","Unknown","spp",203.81485,1,2848.77702,3.62437,9.87835,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Mullidae","Unknown","spp",267.59138,1,3076.11078,2.88905,13.25015,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",102.75927,1,1706.24265,1.26,2.6225,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",110.17898,1,2220.77164,4.15461,5.48546,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",101.16323,1,2576.64734,1.43793,2.65492,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",121.54671,1,2307.91001,0.8724,3.49465,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",127.13595,1,2159.20108,4.7768,3.30145,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",124.16412,1,1588.20027,2.43182,3.10625,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",106.23296,1,1998.88214,1.66067,5.13593,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",81.21127,1,2188.31928,1.708,3.28199,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",102.79657,1,2347.31439,3.61899,5.90266,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",102.34161,1,2604.68888,2.54428,6.46775,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",150.42254,1,3396.75258,4.6795,11.88212,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",94.8223,1,2018.18465,2.16199,3.69639,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",127.23558,1,1892.43315,0.23633,5.10812,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,3762.64694,6.47197,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Nemipteridae","Pentapodus","nagasakiensis",NA,1,5696.82371,3.04309,NA,37347012
"2022-05_PtCloates_stereo-BRUVS",43,"Pinguipedidae","Parapercis","nebulosa",87.57654,1,1580.12054,2.25215,3.44697,37390005
"2022-05_PtCloates_stereo-BRUVS",43,"Pinguipedidae","Parapercis","nebulosa",97.58884,1,2137.04432,6.02327,3.59159,37390005
"2022-05_PtCloates_stereo-BRUVS",43,"Scombridae","Scomberomorus","spp",599.84479,1,6395.59109,7.70127,8.57614,NA
"2022-05_PtCloates_stereo-BRUVS",43,"Sus","Sus","sus",NA,1,2633.80407,0.68321,NA,2
"2022-05_PtCloates_stereo-BRUVS",44,"Balistidae","Abalistes","filamentosus",359.58702,1,1990.70676,1.11705,2.0812,37465089
"2022-05_PtCloates_stereo-BRUVS",44,"Balistidae","Sufflamen","fraenatum",313.0779,1,3503.4149,3.83807,7.51576,37465014
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Seriolina","nigrofasciata",336.73587,1,1042.71249,1.26442,0.80702,37337014
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Turrum","fulvoguttatum",749.68994,1,3806.35763,10.80258,20.43863,37337037
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Turrum","fulvoguttatum",755.21627,1,3348.39496,3.4988,8.46338,37337037
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Turrum","fulvoguttatum",755.43213,1,3529.83257,3.9165,8.10747,37337037
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Turrum","fulvoguttatum",786.25145,1,4197.49855,1.82163,4.82337,37337037
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Turrum","gymnostethus",397.72905,1,3960.56305,3.57488,22.89854,37337022
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Turrum","gymnostethus",344.03586,1,3881.64818,6.16938,19.33305,37337022
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Turrum","gymnostethus",308.50725,1,4380.43646,6.09351,11.70966,37337022
"2022-05_PtCloates_stereo-BRUVS",44,"Carangidae","Turrum","gymnostethus",332.27469,1,4121.4301,3.10114,25.74279,37337022
"2022-05_PtCloates_stereo-BRUVS",44,"Echeneidae","Echeneis","naucrates",133.69953,1,1722.21467,4.82116,1.47838,37336001
"2022-05_PtCloates_stereo-BRUVS",44,"Lethrinidae","Gymnocranius","sp1",408.65231,1,2934.20703,0.876,6.54468,NA
"2022-05_PtCloates_stereo-BRUVS",44,"Lethrinidae","Lethrinus","rubrioperculatus",379.25667,1,1712.22475,3.85538,2.34841,37351012
"2022-05_PtCloates_stereo-BRUVS",44,"Lethrinidae","Lethrinus","rubrioperculatus",315.57476,1,2636.91597,1.84418,3.51599,37351012
"2022-05_PtCloates_stereo-BRUVS",44,"Lutjanidae","Lutjanus","sebae",508.236,1,1502.67152,2.04214,1.56512,37346004
"2022-05_PtCloates_stereo-BRUVS",44,"Lutjanidae","Pristipomoides","multidens",451.32699,1,4011.65487,3.1515,13.14674,37346002
"2022-05_PtCloates_stereo-BRUVS",44,"Lutjanidae","Pristipomoides","multidens",439.32021,1,4378.90218,6.58431,20.03024,37346002
"2022-05_PtCloates_stereo-BRUVS",44,"Lutjanidae","Pristipomoides","sp1",474.38682,1,2614.13013,3.3024,5.49183,NA
"2022-05_PtCloates_stereo-BRUVS",44,"Lutjanidae","Pristipomoides","sp1",461.49653,1,2399.57711,2.18676,5.89944,NA
"2022-05_PtCloates_stereo-BRUVS",44,"Lutjanidae","Pristipomoides","sp1",538.47803,1,1040.4915,3.02554,0.94366,NA
"2022-05_PtCloates_stereo-BRUVS",44,"Lutjanidae","Pristipomoides","sp1",452.1851,1,1544.33504,1.32788,1.78012,NA
"2022-05_PtCloates_stereo-BRUVS",44,"Lutjanidae","Pristipomoides","sp1",493.24247,1,2124.0818,1.43976,2.95014,NA
"2022-05_PtCloates_stereo-BRUVS",44,"Sparidae","Argyrops","spinifer",354.2368,1,4233.04136,10.16037,9.81379,37353006
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",61.77817,1,1522.33391,1.74725,1.83987,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",38.86729,1,1685.52531,6.48369,2.46702,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",47.81495,1,1206.31129,2.60995,1.43607,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",52.04073,1,2506.03521,5.81814,4.39658,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",54.88988,1,2471.53554,3.33801,2.94331,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",NA,1,2171.52232,1.11144,NA,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",NA,1,3366.34434,5.85139,NA,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",NA,1,2508.65693,2.90788,NA,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",NA,1,3424.88469,3.89119,NA,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",NA,1,3449.75961,4.22703,NA,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",NA,1,3499.62328,3.81966,NA,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",NA,1,2022.10011,0.55393,NA,2
"2022-05_PtCloates_stereo-BRUVS",44,"Sus","Sus","sus",NA,1,2657.93445,5.30538,NA,2
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",453.89497,1,4446.89492,12.20916,22.1637,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",440.5525,1,4482.07723,12.91288,19.23622,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",406.76308,1,3801.60332,12.34038,19.49507,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",NA,1,4869.64536,2.78028,NA,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",NA,1,5531.13442,11.81849,NA,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",NA,1,5295.12381,7.1779,NA,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",NA,1,5736.84933,8.18226,NA,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",NA,1,7979.59214,9.68946,NA,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",NA,1,5985.33214,15.56557,NA,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",NA,1,6618.24669,14.54724,NA,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Acanthuridae","Naso","fageni",NA,1,7438.52753,7.03556,NA,37437027
"2022-05_PtCloates_stereo-BRUVS",45,"Balistidae","Sufflamen","fraenatum",385.48844,1,3903.14483,11.27096,18.64276,37465014
"2022-05_PtCloates_stereo-BRUVS",45,"Balistidae","Sufflamen","fraenatum",NA,1,4673.20055,6.0601,NA,37465014
"2022-05_PtCloates_stereo-BRUVS",45,"Balistidae","Xanthichthys","lineopunctatus",263.27728,1,1207.40838,4.41134,1.55503,37465016
"2022-05_PtCloates_stereo-BRUVS",45,"Balistidae","Xanthichthys","lineopunctatus",284.63362,1,2367.2383,8.53048,2.0054,37465016
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Platycaranx","chrysophrys",469.27156,1,1450.39153,0.97018,2.03196,37337011
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",414.01722,1,2830.33253,6.96363,11.70094,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",406.69508,1,2966.30369,4.34158,12.68221,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",443.19729,1,3334.00946,5.69758,6.31252,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",417.11043,1,3720.98802,10.41474,3.21498,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",463.57857,1,4441.68136,6.54891,24.78574,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",488.65672,1,4794.3027,11.00878,31.73132,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",393.15195,1,5152.02744,13.83452,28.44391,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",425.89962,1,4311.83677,6.46618,11.74795,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",362.33289,1,2445.6196,1.49219,6.54707,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",352.38615,1,3290.72754,5.74362,12.80875,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",395.3096,1,4646.22621,14.38933,28.6744,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",NA,1,6220.60356,12.34214,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",NA,1,5162.26488,10.53878,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",NA,1,7736.93111,5.64457,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",NA,1,5794.87664,1.71085,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",NA,1,7621.55156,8.27668,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","fulvoguttatum",NA,1,5697.57654,5.5773,NA,37337037
"2022-05_PtCloates_stereo-BRUVS",45,"Carangidae","Turrum","gymnostethus",459.7191,1,1848.92664,2.71087,2.43279,37337022
"2022-05_PtCloates_stereo-BRUVS",45,"Carcharhinidae","Carcharhinus","albimarginatus",653.82733,1,1738.01739,2.38364,1.77611,37018027
"2022-05_PtCloates_stereo-BRUVS",45,"Echeneidae","Echeneis","naucrates",70.35057,1,2475.53296,3.60255,3.69387,37336001
"2022-05_PtCloates_stereo-BRUVS",45,"Ephippidae","Platax","batavianus",NA,1,3007.51734,5.74738,NA,37362002
"2022-05_PtCloates_stereo-BRUVS",45,"Labridae","Bodianus","solatus",226.39334,1,1661.82037,2.26594,2.97502,37384201
"2022-05_PtCloates_stereo-BRUVS",45,"Labridae","Bodianus","solatus",283.30898,1,1949.6718,4.51188,3.4516,37384201
"2022-05_PtCloates_stereo-BRUVS",45,"Labridae","Bodianus","solatus",318.16885,1,2070.60381,7.08255,5.6974,37384201
"2022-05_PtCloates_stereo-BRUVS",45,"Labridae","Bodianus","solatus",271.19389,1,3259.84527,8.11427,12.83153,37384201
"2022-05_PtCloates_stereo-BRUVS",45,"Labridae","Bodianus","solatus",313.30547,1,3532.91762,6.23342,10.62719,37384201
"2022-05_PtCloates_stereo-BRUVS",45,"Labridae","Bodianus","solatus",244.87061,1,3576.33663,7.64459,12.54232,37384201
"2022-05_PtCloates_stereo-BRUVS",45,"Labridae","Bodianus","solatus",NA,1,6094.21428,4.17783,NA,37384201
"2022-05_PtCloates_stereo-BRUVS",45,"Lethrinidae","Gymnocranius","euanus",435.51703,1,2626.54184,5.28418,6.08188,37351022
"2022-05_PtCloates_stereo-BRUVS",45,"Lethrinidae","Lethrinus","miniatus",452.85792,1,1596.16845,1.029,1.83879,37351009
"2022-05_PtCloates_stereo-BRUVS",45,"Lethrinidae","Lethrinus","miniatus",509.13179,1,1562.58542,4.47245,2.19202,37351009
"2022-05_PtCloates_stereo-BRUVS",45,"Lethrinidae","Lethrinus","miniatus",432.93667,1,953.64178,1.68055,1.08568,37351009
"2022-05_PtCloates_stereo-BRUVS",45,"Lethrinidae","Lethrinus","miniatus",NA,1,1119.33096,0.0821,NA,37351009
"2022-05_PtCloates_stereo-BRUVS",45,"Lethrinidae","Lethrinus","nebulosus",587.2214,1,1434.66112,3.23617,1.54039,37351008
"2022-05_PtCloates_stereo-BRUVS",45,"Lethrinidae","Lethrinus","rubrioperculatus",266.9943,1,1729.04818,3.50142,1.57794,37351012
